71881	Ο	A	I	1	a	little	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:13
76214	ὀχηματικός	A	I	1	a	of	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76216	ὄχησις	A	I	1	a	a being carried	urn:cts:greekLit:tlg0059.tlg031:89a
76216	ὄχησις	A	I	1	a	a being carried	urn:cts:greekLit:tlg0086.tlg031:243a:17
76216	ὄχησις	A	I	1	a	a being carried	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:452c
76216	ὄχησις	A	I	1	a	a being carried	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76216	ὄχησις	A	I	1	a	a being carried	urn:cts:greekLit:tlg0011.tlg001.perseus-grc1:
76216	ὄχησις	A	I	1	a	a being carried	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:1:3:12
76216	ὄχησις	A	I	1	a	a being carried	urn:cts:greekLit:tlg0627.tlg010.perseus-grc1:52
76218	ὀχθέω	A	I	1	a	to be sorely angered, vexed in spirit	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76218	ὀχθέω	A	I	1	a	to be sorely angered, vexed in spirit	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:1:570
76218	ὀχθέω	A	I	1	a	to be sorely angered, vexed in spirit	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:15:101
76218	ὀχθέω	A	I	1	a	to be sorely angered, vexed in spirit	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:1:517
76218	ὀχθέω	A	I	1	a	to be sorely angered, vexed in spirit	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:4:30
76218	ὀχθέω	A	I	1	a	to be sorely angered, vexed in spirit	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:11:403
76218	ὀχθέω	A	I	1	a	to be sorely angered, vexed in spirit	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:23:182
76219	ὄχθη	A	I	1	a	any height	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:21:171
76219	ὄχθη	A	I	1	a	any height	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:172
76219	ὄχθη	A	I	1	a	any height	urn:cts:greekLit:tlg0007.tlg008:16
76219	ὄχθη	A	I	1	a	any height	urn:cts:greekLit:tlg0074.tlg001:1:14:4
76219	ὄχθη	A	I	1	a	any height	Perseus:abo:pap,Stud.Pal.:volume=5:95:10
76219	ὄχθη	A	I	1	a	any height	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:4:487
76219	ὄχθη	A	I	1	a	any height	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:18:533
76219	ὄχθη	A	I	1	a	any height	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:3:187
76219	ὄχθη	A	I	1	a	any height	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:6:97
76219	ὄχθη	A	I	1	a	any height	urn:cts:greekLit:tlg0033.tlg002.perseus-grc1:4:46
76219	ὄχθη	A	I	1	a	any height	urn:cts:greekLit:tlg0267.tlg001:2:21
76219	ὄχθη	A	I	1	a	any height	urn:cts:greekLit:tlg0085.tlg003.perseus-grc1:810
76219	ὄχθη	A	I	1	a	any height	urn:cts:greekLit:tlg0085.tlg004.perseus-grc1:392
76219	ὄχθη	A	I	1	a	any height	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:15:356
76219	ὄχθη	A	I	1	a	any height	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:9:132
76219	ὄχθη	A	I	1	a	any height	urn:cts:greekLit:tlg0033.tlg002.perseus-grc1:1:18
76219	ὄχθη	A	I	1	a	any height	urn:cts:greekLit:tlg0033.tlg002.perseus-grc1:12:2
76219	ὄχθη	A	I	1	a	any height	urn:cts:greekLit:tlg0032.tlg006.perseus-grc1:4:3:3
76219	ὄχθη	A	I	1	a	any height	urn:cts:greekLit:tlg0032.tlg006.perseus-grc1:5
76219	ὄχθη	A	I	1	a	any height	urn:cts:greekLit:tlg0011.tlg006.perseus-grc1:726
76219	ὄχθη	A	I	1	a	any height	urn:cts:greekLit:tlg0011.tlg006.perseus-grc1:729
76219	ὄχθη	A	I	1	a	any height	urn:cts:greekLit:tlg0033.tlg002.perseus-grc1:1:64
76219	ὄχθη	A	I	1	a	any height	urn:cts:greekLit:tlg0011.tlg002.perseus-grc1:1132
76219	ὄχθη	A	I	1	a	any height	urn:cts:greekLit:tlg0011.tlg002.perseus-grc1:p.44
76219	ὄχθη	A	I	1	a	any height	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1:1161
76219	ὄχθη	A	I	1	a	any height	urn:cts:greekLit:tlg0006.tlg008.perseus-grc1:655
76220	ὄχθαν	A	I	1	a	shore	urn:cts:greekLit:tlg0718.tlg002:203
76221	ὀχθηρός	A	I	1	a	hilly	urn:cts:greekLit:tlg0221.tlg001:120
76221	ὀχθηρός	A	I	1	a	hilly	urn:cts:greekLit:tlg0081.tlg001:11:26
76221	ὀχθηρός	A	I	1	a	hilly	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76222	ὄχθησις	A	I	1	a	indignation, vexation	urn:cts:greekLit:tlg4085.tlg001.perseus-grc1:
76224	ὄχθοιβος	A	I	1	a	purple stripe down the front of the	urn:cts:greekLit:tlg0019.tlg012:320:2
76224	ὄχθοιβος	A	I	1	a	purple stripe down the front of the	urn:cts:greekLit:tlg0486.tlg001:100
76224	ὄχθοιβος	A	II	1	a	neckband	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76224	ὄχθοιβος	A	II	1	a	neckband	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76224	ὄχθοιβος	A	II	1	a	neckband	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76224	ὄχθοιβος	A	II	1	a	neckband	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76225	ὄχθος	A	I	1	a	eminence, bank, hill	urn:cts:greekLit:tlg0013.tlg003.perseus-grc1:17
76225	ὄχθος	A	I	1	a	eminence, bank, hill	urn:cts:greekLit:tlg0009.tlg001:13:11
76225	ὄχθος	A	I	1	a	eminence, bank, hill	urn:cts:greekLit:tlg0033.tlg001.perseus-grc1:9:3
76225	ὄχθος	A	I	1	a	eminence, bank, hill	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:
76225	ὄχθος	A	I	1	a	eminence, bank, hill	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:9:25
76225	ὄχθος	A	I	1	a	eminence, bank, hill	urn:cts:greekLit:tlg0321.tlg001.perseus-grc1:
76225	ὄχθος	A	I	1	a	eminence, bank, hill	urn:cts:greekLit:tlg1446.tlg001.perseus-grc1:
76225	ὄχθος	A	I	1	a	eminence, bank, hill	urn:cts:greekLit:tlg0006.tlg013.perseus-grc1:961
76225	ὄχθος	A	I	1	a	eminence, bank, hill	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:8:52
76225	ὄχθος	A	I	1	a	eminence, bank, hill	urn:cts:greekLit:tlg0085.tlg002.perseus-grc1:647
76225	ὄχθος	A	I	1	a	eminence, bank, hill	urn:cts:greekLit:tlg0085.tlg002.perseus-grc1:659
76225	ὄχθος	A	I	1	a	eminence, bank, hill	urn:cts:greekLit:tlg0085.tlg006.perseus-grc1:4
76225	ὄχθος	A	I	1	a	eminence, bank, hill	urn:cts:greekLit:tlg0019.tlg006.perseus-grc1:774
76225	ὄχθος	A	I	1	a	eminence, bank, hill	urn:cts:greekLit:tlg0085.tlg006.perseus-grc1:954
76225	ὄχθος	A	II	1	a	tubercle	urn:cts:greekLit:tlg0719.tlg002.perseus-grc1:2:13
76225	ὄχθος	A	II	1	a	tubercle	urn:cts:greekLit:tlg0606.tlg001.perseus-grc1:
76225	ὄχθος	A	II	1	a	tubercle	urn:cts:greekLit:tlg0722.tlg001:45:28:3
76225	ὄχθος	A	II	2	a	tubercle	urn:cts:greekLit:tlg0661.tlg001.perseus-grc1:
76225	ὄχθος	A	II	2	a	tubercle	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76225	ὄχθος	A	II	2	a	tubercle	urn:cts:greekLit:tlg2583.tlg001:1:54
76226	ὀχθοφύλαξ	A	I	1	a	watchman on a river-bank	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76227	ὀχθώδης	A	I	1	a	mound-like, hilly	urn:cts:greekLit:tlg0081.tlg001:6:33
76227	ὀχθώδης	A	I	1	a	mound-like, hilly	urn:cts:greekLit:tlg0648.tlg001.perseus-grc1:18
76227	ὀχθώδης	A	II	1	a	tuberous	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76227	ὀχθώδης	A	II	1	a	tuberous	urn:cts:greekLit:tlg0606.tlg001.perseus-grc1:
76227	ὀχθώδης	A	II	1	a	tuberous	urn:cts:greekLit:tlg0722.tlg001:8:24:30
76227	ὀχθώδης	A	II	1	a	tuberous	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76227	ὀχθώδης	A	II	1	a	tuberous	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76227	ὀχθώδης	A	II	1	a	tuberous	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76227	ὀχθώδης	A	II	1	a	tuberous	urn:cts:greekLit:tlg0321.tlg001.perseus-grc1:
76229	ὀχλαγωγεύς	A	I	1	a	circulator,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76230	ὀχλαγωγέω	A	I	1	a	court the mob	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:24:7:2
76230	ὀχλαγωγέω	A	I	1	a	court the mob	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:14:2:5
76230	ὀχλαγωγέω	A	I	1	a	court the mob	urn:cts:greekLit:tlg0527.tlg037:7:16
76231	ὀχλαγωγία	A	I	1	a	fooling of the mob	urn:cts:greekLit:tlg0007.tlg030:29
76231	ὀχλαγωγία	A	I	1	a	fooling of the mob	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76232	ὀχλαγωγικός	A	I	1	a	quackish	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76233	ὀχλαγώγιον	A	I	1	a	assemblage, mob, = comitium,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76234	ὀχλαγωγός	A	I	1	a	mountebank, charlatan, quack	urn:cts:greekLit:tlg0526.tlg003.perseus-grc1:2:1
76234	ὀχλαγωγός	A	I	1	a	mountebank, charlatan, quack	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76234	ὀχλαγωγός	A	I	1	a	mountebank, charlatan, quack	urn:cts:greekLit:tlg1764.tlg001:74:18
76235	ὀχλάζω	A	I	1	a	to be in a tumult	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76238	ὀχλέω	A	I	1	a	move, disturb	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:21:261
76238	ὀχλέω	A	II	1	a	trouble, importune	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:5:41
76238	ὀχλέω	A	II	1	a	trouble, importune	urn:cts:greekLit:tlg0085.tlg003.perseus-grc1:1001
76238	ὀχλέω	A	II	1	a	trouble, importune	urn:cts:greekLit:tlg0085.tlg003.perseus-grc1:6:1
76238	ὀχλέω	A	II	1	a	trouble, importune	urn:cts:greekLit:tlg0627.tlg006.perseus-grc1:2:1:3
76238	ὀχλέω	A	II	1	a	trouble, importune	urn:cts:greekLit:tlg0011.tlg004.perseus-grc1:446
76238	ὀχλέω	A	II	1	a	trouble, importune	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76238	ὀχλέω	A	II	1	a	trouble, importune	urn:cts:greekLit:tlg0627.tlg016:1:147
76238	ὀχλέω	A	II	1	a	trouble, importune	urn:cts:greekLit:tlg0627.tlg017:191
76238	ὀχλέω	A	II	1	a	trouble, importune	http://www.trismegistos.org/text/20540
76238	ὀχλέω	A	II	1	a	trouble, importune	urn:cts:greekLit:tlg0086.tlg010.perseus-grc1:1167a:10
76238	ὀχλέω	A	II	1	a	trouble, importune	urn:cts:greekLit:tlg0086.tlg010.perseus-grc1:1171b:19
76238	ὀχλέω	A	II	1	a	trouble, importune	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:188
76238	ὀχλέω	A	II	1	a	trouble, importune	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:38
76238	ὀχλέω	A	II	1	a	trouble, importune	urn:cts:greekLit:tlg1595.tlg290:2:18
76238	ὀχλέω	A	II	1	a	trouble, importune	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76238	ὀχλέω	A	III	1	a	to be crowded	urn:cts:greekLit:tlg1247.tlg001:15
76239	ὄχλημα	A	I	1	a	annoyance	urn:cts:greekLit:tlg0544.tlg002:11:158
76240	ὀχληρία	A	I	1	a	troublesomeness, importunity	urn:cts:greekLit:tlg0527.tlg030:7:26
76240	ὀχληρία	A	I	1	a	troublesomeness, importunity	urn:cts:greekLit:tlg0527.tlg030:25
76241	ὀχληρός	A	I	1	a	troublesome, irksome, importunate	urn:cts:greekLit:tlg0026.tlg001.perseus-grc1:135
76241	ὀχληρός	A	I	1	a	troublesome, irksome, importunate	urn:cts:greekLit:tlg0014.tlg062.perseus-grc1:48
76241	ὀχληρός	A	I	1	a	troublesome, irksome, importunate	urn:cts:greekLit:tlg0019.tlg001.perseus-grc1:460
76241	ὀχληρός	A	I	1	a	troublesome, irksome, importunate	urn:cts:greekLit:tlg0006.tlg014.perseus-grc1:452
76241	ὀχληρός	A	I	1	a	troublesome, irksome, importunate	urn:cts:greekLit:tlg0006.tlg002.perseus-grc1:540
76241	ὀχληρός	A	I	1	a	troublesome, irksome, importunate	urn:cts:greekLit:tlg0059.tlg025:295b
76241	ὀχληρός	A	I	1	a	troublesome, irksome, importunate	urn:cts:greekLit:tlg0081.tlg010:30
76241	ὀχληρός	A	I	2	a	troublesome, annoying	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:1:186
76241	ὀχληρός	A	I	2	a	troublesome, annoying	urn:cts:greekLit:tlg0010.tlg020.perseus-grc1:151
76241	ὀχληρός	A	I	2	a	troublesome, annoying	urn:cts:greekLit:tlg0081.tlg006:15
76241	ὀχληρός	A	I	2	a	troublesome, annoying	urn:cts:greekLit:tlg0627.tlg006.perseus-grc1:1:19
76241	ὀχληρός	A	I	2	a	troublesome, annoying	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76241	ὀχληρός	A	II	1	a	turbulent	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:569a
76242	ὄχλησις	A	I	1	a	disturbance, annoyance, distress	urn:cts:greekLit:tlg0161.tlg001:212
76242	ὄχλησις	A	I	1	a	disturbance, annoyance, distress	urn:cts:greekLit:tlg0537.tlg003:131
76242	ὄχλησις	A	I	1	a	disturbance, annoyance, distress	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:15:36:2
76242	ὄχλησις	A	I	1	a	disturbance, annoyance, distress	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:p.570
76242	ὄχλησις	A	I	1	a	disturbance, annoyance, distress	urn:cts:greekLit:tlg0081.tlg012:12
76242	ὄχλησις	A	I	1	a	disturbance, annoyance, distress	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76242	ὄχλησις	A	I	1	a	disturbance, annoyance, distress	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76242	ὄχλησις	A	I	1	a	disturbance, annoyance, distress	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:105
76242	ὄχλησις	A	I	1	a	disturbance, annoyance, distress	Perseus:abo:pap,P.Oxy.:2110:37
76242	ὄχλησις	A	I	1	a	disturbance, annoyance, distress	urn:cts:greekLit:tlg0537.tlg001:8
76242	ὄχλησις	A	I	1	a	disturbance, annoyance, distress	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76242	ὄχλησις	A	I	1	a	disturbance, annoyance, distress	urn:cts:greekLit:tlg4015.tlg002:276:26
76242	ὄχλησις	A	I	1	a	disturbance, annoyance, distress	urn:cts:greekLit:tlg4015.tlg002:167:20
76242	ὄχλησις	A	I	1	a	disturbance, annoyance, distress	urn:cts:greekLit:tlg0654.tlg002:33
76242	ὄχλησις	A	I	1	a	disturbance, annoyance, distress	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:38
76242	ὄχλησις	A	I	1	a	disturbance, annoyance, distress	urn:cts:greekLit:tlg1515.tlg001:p.289P
76244	ὀχλίζω	A	I	1	a	move by a lever, heave up	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:12:448
76244	ὀχλίζω	A	I	1	a	move by a lever, heave up	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:9:242
76244	ὀχλίζω	A	I	1	a	move by a lever, heave up	urn:cts:greekLit:tlg0533.tlg002:33
76244	ὀχλίζω	A	I	1	a	move by a lever, heave up	urn:cts:greekLit:tlg0001.tlg001.perseus-grc1:4:962
76244	ὀχλίζω	A	I	1	a	move by a lever, heave up	urn:cts:greekLit:tlg0022.tlg002:226
76245	ὀχλικός	A	I	1	a	of	urn:cts:greekLit:tlg1866.tlg001:9
76245	ὀχλικός	A	I	1	a	of	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76245	ὀχλικός	A	I	1	a	of	urn:cts:greekLit:tlg0081.tlg001:2:60
76245	ὀχλικός	A	I	1	a	of	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76245	ὀχλικός	A	I	1	a	of	urn:cts:greekLit:tlg0011.tlg001.perseus-grc1:
76245	ὀχλικός	A	I	1	a	of	urn:cts:greekLit:tlg0018.tlg001:2:537
76245	ὀχλικός	A	I	1	a	of	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76245	ὀχλικός	A	I	1	a	of	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:2
76245	ὀχλικός	A	I	1	a	of	urn:cts:greekLit:tlg0007.tlg012:5
76245	ὀχλικός	A	I	1	a	of	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76245	ὀχλικός	A	I	1	a	of	urn:cts:greekLit:tlg0658.tlg001:3:6
76246	ὀχλοάρεσκος	A	I	1	a	mob-flatterer	urn:cts:greekLit:tlg0658.tlg001:34:3
76248	ὀχλοκοπέω	A	I	1	a	court the mob	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76249	ὀχλοκοπικός	A	I	1	a	of	urn:cts:greekLit:tlg0544.tlg002:2:50
76250	ὀχλόκοπος	A	I	1	a	mob-courtier	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:3:80:3
76250	ὀχλόκοπος	A	I	1	a	mob-courtier	urn:cts:greekLit:tlg0363.tlg007:159
76251	ὀχλοκρατία	A	I	1	a	mob-rule	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:6:4:6
76251	ὀχλοκρατία	A	I	1	a	mob-rule	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:6:57:9
76251	ὀχλοκρατία	A	I	1	a	mob-rule	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76251	ὀχλοκρατία	A	I	1	a	mob-rule	urn:cts:greekLit:tlg0018.tlg001:1:41
76251	ὀχλοκρατία	A	I	1	a	mob-rule	urn:cts:greekLit:tlg2025.tlg001.perseus-grc1:
76251	ὀχλοκρατία	A	I	1	a	mob-rule	urn:cts:greekLit:tlg1487.tlg001:33:6
76253	ὀχλολοίδορος	A	I	1	a	reviling the mob	urn:cts:greekLit:tlg4085.tlg001:43
76254	ὀχλομανέω	A	I	1	a	to be mad after mob popularity	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76255	ὀχλοποιέω	A	I	1	a	make a riot,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76256	ὀχλοποίησις	A	I	1	a	creating a riot	urn:cts:greekLit:tlg4085.tlg001.perseus-grc1:
76257	ὀχλοπολιτεία	A	I	1	a	a constitution in which the mob rules	urn:cts:greekLit:tlg4019.tlg005:p.251
76257	ὀχλοπολιτεία	A	I	1	a	a constitution in which the mob rules	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76258	ὄχλος	A	I	1	a	crowd, throng	urn:cts:greekLit:tlg0033.tlg002.perseus-grc1:4:85
76258	ὄχλος	A	I	1	a	crowd, throng	urn:cts:greekLit:tlg0085.tlg002.perseus-grc1:42
76258	ὄχλος	A	I	1	a	crowd, throng	urn:cts:greekLit:tlg0006.tlg016.perseus-grc1:108
76258	ὄχλος	A	I	1	a	crowd, throng	urn:cts:greekLit:tlg0006.tlg004.perseus-grc1:44
76258	ὄχλος	A	I	1	a	crowd, throng	urn:cts:greekLit:tlg0032.tlg007.perseus-grc1:6:1:26
76258	ὄχλος	A	I	1	a	crowd, throng	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:6:64
76258	ὄχλος	A	I	1	a	crowd, throng	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:7:62
76258	ὄχλος	A	I	1	a	crowd, throng	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:2:88
76258	ὄχλος	A	I	1	a	crowd, throng	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1:80
76258	ὄχλος	A	I	1	a	crowd, throng	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:3:109
76258	ὄχλος	A	I	1	a	crowd, throng	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:4:56
76258	ὄχλος	A	I	1	a	crowd, throng	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:126
76258	ὄχλος	A	I	1	a	crowd, throng	urn:cts:greekLit:tlg0015.tlg001:6:7:1
76258	ὄχλος	A	I	1	a	crowd, throng	urn:cts:greekLit:tlg0032.tlg006.perseus-grc1:3:4:26
76258	ὄχλος	A	I	1	a	crowd, throng	urn:cts:greekLit:tlg0032.tlg006.perseus-grc1:4:3:26
76258	ὄχλος	A	I	2	a	populace, mob	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:7:8
76258	ὄχλος	A	I	2	a	populace, mob	urn:cts:greekLit:tlg0059.tlg008.perseus-grc1:304d
76258	ὄχλος	A	I	2	a	populace, mob	urn:cts:greekLit:tlg0059.tlg038:368d
76258	ὄχλος	A	I	2	a	populace, mob	urn:cts:greekLit:tlg0032.tlg007.perseus-grc1:2:2:21
76258	ὄχλος	A	I	2	a	populace, mob	urn:cts:greekLit:tlg0059.tlg023:455a
76258	ὄχλος	A	I	2	a	populace, mob	urn:cts:greekLit:tlg0059.tlg021:290a
76258	ὄχλος	A	I	2	a	populace, mob	urn:cts:greekLit:tlg0081.tlg003:10
76258	ὄχλος	A	I	2	a	populace, mob	urn:cts:greekLit:tlg0526.tlg004.perseus-grc1:2:13:1
76258	ὄχλος	A	I	2	a	populace, mob	urn:cts:greekLit:tlg0526.tlg004.perseus-grc1:4:9:2
76258	ὄχλος	A	I	3	a	mass, multitude	urn:cts:greekLit:tlg0085.tlg003.perseus-grc1:827
76258	ὄχλος	A	I	3	a	mass, multitude	urn:cts:greekLit:tlg0010.tlg021.perseus-grc1:192
76258	ὄχλος	A	I	3	a	mass, multitude	urn:cts:greekLit:tlg0006.tlg018.perseus-grc1:191
76258	ὄχλος	A	I	3	a	mass, multitude	urn:cts:greekLit:tlg0319.tlg001:19:5
76258	ὄχλος	A	I	3	a	mass, multitude	urn:cts:greekLit:tlg1308.tlg001.perseus-grc1:
76258	ὄχλος	A	I	3	a	mass, multitude	urn:cts:greekLit:tlg0059.tlg031:75e
76258	ὄχλος	A	I	3	a	mass, multitude	urn:cts:greekLit:tlg0447.tlg001:24:4
76258	ὄχλος	A	I	3	a	mass, multitude	urn:cts:greekLit:tlg0541.tlg001:161:1
76258	ὄχλος	A	I	3	a	mass, multitude	urn:cts:greekLit:tlg0541.tlg001:466:4
76258	ὄχλος	A	I	3	a	mass, multitude	urn:cts:greekLit:tlg0086.tlg038.perseus-grc1:1395b:28
76258	ὄχλος	A	II	1	a	annoyance, trouble	urn:cts:greekLit:tlg0006.tlg010.perseus-grc1:635
76258	ὄχλος	A	II	1	a	annoyance, trouble	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:1:86
76258	ὄχλος	A	II	1	a	annoyance, trouble	urn:cts:greekLit:tlg0006.tlg003.perseus-grc1:337
76258	ὄχλος	A	II	1	a	annoyance, trouble	urn:cts:greekLit:tlg0032.tlg006.perseus-grc1:3:2:27
76258	ὄχλος	A	II	1	a	annoyance, trouble	urn:cts:greekLit:tlg0059.tlg004.perseus-grc1:84d
76258	ὄχλος	A	II	1	a	annoyance, trouble	urn:cts:greekLit:tlg0019.tlg010.perseus-grc1:888
76258	ὄχλος	A	II	1	a	annoyance, trouble	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1:73
76258	ὄχλος	A	II	1	a	annoyance, trouble	urn:cts:greekLit:tlg0400.tlg001.perseus-grc1:
76258	ὄχλος	A	II	1	a	annoyance, trouble	urn:cts:greekLit:tlg0014.tlg018.perseus-grc1:214
76258	ὄχλος	A	II	1	a	annoyance, trouble	urn:cts:greekLit:tlg0014.tlg019.perseus-grc1:24
76259	ὀχλοτερπής	A	I	1	a	delighting the mob	urn:cts:greekLit:tlg0542.tlg001:4:31
76259	ὀχλοτερπής	A	I	1	a	delighting the mob	urn:cts:greekLit:tlg0542.tlg001:96
76260	ὀχλοχαρής	A	I	1	a	courting the mob	urn:cts:greekLit:tlg0562.tlg001:1:16
76260	ὀχλοχαρής	A	I	1	a	courting the mob	urn:cts:greekLit:tlg2583.tlg001:4:277
76261	ὀχλώδης	A	I	1	a	turbulent, unruly	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:590b
76261	ὀχλώδης	A	I	1	a	turbulent, unruly	urn:cts:greekLit:tlg0627.tlg009.perseus-grc1:11
76261	ὀχλώδης	A	I	1	a	turbulent, unruly	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:6:24
76261	ὀχλώδης	A	I	2	a	common, vulgar	urn:cts:greekLit:tlg0007.tlg025:18
76261	ὀχλώδης	A	I	2	a	common, vulgar	urn:cts:greekLit:tlg0007.tlg036:37
76263	ὀχμάζω	A	I	1	a	grip fast	urn:cts:greekLit:tlg0006.tlg001.perseus-grc1:484
76263	ὀχμάζω	A	I	1	a	grip fast	urn:cts:greekLit:tlg0006.tlg016.perseus-grc1:265
76263	ὀχμάζω	A	I	1	a	grip fast	urn:cts:greekLit:tlg0085.tlg003.perseus-grc1:5
76263	ὀχμάζω	A	I	1	a	grip fast	urn:cts:greekLit:tlg0085.tlg003.perseus-grc1:618
76263	ὀχμάζω	A	I	1	a	grip fast	urn:cts:greekLit:tlg0006.tlg012.perseus-grc1:817
76263	ὀχμάζω	A	I	1	a	grip fast	urn:cts:greekLit:tlg0001.tlg001.perseus-grc1:1:743
76263	ὀχμάζω	A	II	1	a	bear, carry	urn:cts:greekLit:tlg0001.tlg001.perseus-grc1:1:743
76263	ὀχμάζω	A	II	1	a	bear, carry	urn:cts:greekLit:tlg0023.tlg001.perseus-grc1:3:374
76265	ὄχμος	A	II	1	a	fortress	urn:cts:greekLit:tlg2444.tlg001.perseus-grc1:443
76268	ὄχος1	A	I	1	a	carriage	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
76268	ὄχος1	A	I	1	a	carriage	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:4:419
76268	ὄχος1	A	I	1	a	carriage	urn:cts:greekLit:tlg0033.tlg001.perseus-grc1:4:13
76268	ὄχος1	A	I	1	a	carriage	urn:cts:greekLit:tlg0033.tlg002.perseus-grc1:9:11
76268	ὄχος1	A	I	1	a	carriage	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:4:297
76268	ὄχος1	A	I	1	a	carriage	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:5:28
