51583	καβάδης	A	I	1	a	military garment named after the Persian king	urn:cts:greekLit:tlg9022.tlg001:12:792
61177	κύων	A	I	1	a	dog, bitch	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:12:54o
61177	κύων	A	I	1	a	dog, bitch	urn:cts:greekLit:tlg0086.tlg012:746a:34
61177	κύων	A	I	1	a	dog, bitch	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:1:192
61177	κύων	A	I	1	a	dog, bitch	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61177	κύων	A	I	1	a	dog, bitch	urn:cts:greekLit:tlg0541.tlg001:802
61177	κύων	A	I	1	a	dog, bitch	urn:cts:greekLit:tlg0486.tlg001:179
61177	κύων	A	I	1	a	dog, bitch	urn:cts:greekLit:tlg0062.tlg028:30
61177	κύων	A	I	1	a	dog, bitch	urn:cts:greekLit:tlg0005.tlg001.perseus-grc1:10:11
61177	κύων	A	I	1	a	dog, bitch	urn:cts:greekLit:tlg0059.tlg002.perseus-grc1:22a
61177	κύων	A	I	1	a	dog, bitch	urn:cts:greekLit:tlg0059.tlg023:482b
61177	κύων	A	I	1	a	dog, bitch	urn:cts:greekLit:tlg0019.tlg004.perseus-grc1:83
61177	κύων	A	I	1	a	dog, bitch	urn:cts:greekLit:tlg0434.tlg001:231
61177	κύων	A	II	2	a	watch-dog, guardian	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1:896
61177	κύων	A	II	2	a	watch-dog, guardian	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1:607
61177	κύων	A	II	2	a	watch-dog, guardian	urn:cts:greekLit:tlg0019.tlg002.perseus-grc1:1023
61177	κύων	A	II	3	a	Cynic philosopher	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61177	κύων	A	II	3	a	Cynic philosopher	urn:cts:greekLit:tlg0086.tlg038.perseus-grc1:1411a:24
61177	κύων	A	II	3	a	Cynic philosopher	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61177	κύων	A	II	3	a	Cynic philosopher	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:413
61177	κύων	A	II	3	a	Cynic philosopher	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61177	κύων	A	II	3	a	Cynic philosopher	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:5:216b
61177	κύων	A	II	3	a	Cynic philosopher	urn:cts:greekLit:tlg0004.tlg001.perseus-grc1:6:19
61177	κύων	A	II	3	a	Cynic philosopher	urn:cts:greekLit:tlg0004.tlg001.perseus-grc1:60
61177	κύων	A	II	3	a	Cynic philosopher	urn:cts:greekLit:tlg0004.tlg001.perseus-grc1:172
61177	κύων	A	III	1	a	servants, agents	urn:cts:greekLit:tlg0085.tlg003.perseus-grc1:1022
61177	κύων	A	III	1	a	servants, agents	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1:136
61177	κύων	A	III	1	a	servants, agents	urn:cts:greekLit:tlg0011.tlg008.perseus-grc1:884
61177	κύων	A	III	1	a	servants, agents	urn:cts:greekLit:tlg0085.tlg003.perseus-grc1:803
61177	κύων	A	III	1	a	servants, agents	urn:cts:greekLit:tlg0011.tlg005.perseus-grc1:1388
61177	κύων	A	III	1	a	servants, agents	urn:cts:greekLit:tlg0085.tlg006.perseus-grc1:924
61177	κύων	A	III	1	a	servants, agents	Eur. Fr. 383
61177	κύων	A	III	1	a	servants, agents	urn:cts:greekLit:tlg0033.tlg005:96
61177	κύων	A	III	1	a	servants, agents	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61177	κύων	A	III	1	a	servants, agents	urn:cts:greekLit:tlg0086.tlg051:196
61177	κύων	A	III	1	a	servants, agents	urn:cts:greekLit:tlg0402.tlg001:149:16
61177	κύων	A	III	1	a	servants, agents	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:8:368
61177	κύων	A	III	1	a	servants, agents	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:11:623
61177	κύων	A	III	1	a	servants, agents	urn:cts:greekLit:tlg0032.tlg006.perseus-grc1:6:2:2
61177	κύων	A	III	1	a	servants, agents	urn:cts:greekLit:tlg0001.tlg001.perseus-grc1:2:289
61177	κύων	A	III	1	a	servants, agents	urn:cts:greekLit:tlg2034.tlg003:4:16
61177	κύων	A	III	1	a	servants, agents	urn:cts:greekLit:tlg0006.tlg017.perseus-grc1:977
61177	κύων	A	III	1	a	servants, agents	urn:cts:greekLit:tlg0006.tlg009.perseus-grc1:420
61177	κύων	A	III	1	a	servants, agents	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:34
61177	κύων	A	IV	1	a	dog-fish	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:12:96
61177	κύων	A	IV	1	a	dog-fish	urn:cts:greekLit:tlg0521.tlg001:68
61177	κύων	A	IV	1	a	dog-fish	urn:cts:greekLit:tlg0434.tlg001:161
61177	κύων	A	IV	1	a	dog-fish	urn:cts:greekLit:tlg0086.tlg014:566a:31
61177	κύων	A	IV	1	a	dog-fish	urn:cts:greekLit:tlg0023.tlg001.perseus-grc1:1:373
61177	κύων	A	IV	1	a	dog-fish	urn:cts:greekLit:tlg0545.tlg001:1:55
61177	κύων	A	IV	1	a	dog-fish	urn:cts:greekLit:tlg0407.tlg001:2:3
61177	κύων	A	V	1	a	dog-star	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:22:29
61177	κύων	A	V	1	a	dog-star	urn:cts:greekLit:tlg0011.tlg008.perseus-grc1:803
61177	κύων	A	V	1	a	dog-star	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1:967
61177	κύων	A	V	1	a	dog-star	urn:cts:greekLit:tlg0011.tlg008.perseus-grc1:432:11
61177	κύων	A	V	1	a	dog-star	urn:cts:greekLit:tlg0461.tlg001:147
61177	κύων	A	V	1	a	dog-star	urn:cts:greekLit:tlg0086.tlg026:361b:35
61177	κύων	A	V	1	a	dog-star	urn:cts:greekLit:tlg0086.tlg014:602a:26
61177	κύων	A	V	1	a	dog-star	urn:cts:greekLit:tlg0086.tlg014:600a:4
61177	κύων	A	V	1	a	dog-star	urn:cts:greekLit:tlg0014.tlg035.perseus-grc1:13
61177	κύων	A	V	1	a	dog-star	urn:cts:greekLit:tlg0086.tlg014:547a:14
61177	κύων	A	V	1	a	dog-star	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:19:109
61177	κύων	A	V	1	a	dog-star	urn:cts:greekLit:tlg0093.tlg002:3:3:3
61177	κύων	A	V	1	a	dog-star	urn:cts:greekLit:tlg0093.tlg001:1:9:5
61177	κύων	A	V	1	a	dog-star	urn:cts:greekLit:tlg0653.tlg001.perseus-grc1:327
61177	κύων	A	V	1	a	dog-star	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61177	κύων	A	VI	1	a	the ace, the worst throw	urn:cts:greekLit:tlg0542.tlg001:9:100
61177	κύων	A	VI	1	a	the ace, the worst throw	urn:cts:greekLit:tlg4083.tlg001:1289:63
61177	κύων	A	VII	1	a	frenum praeputii	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61177	κύων	A	VII	1	a	frenum praeputii	urn:cts:greekLit:tlg0722.tlg001:50:3:1
61177	κύων	A	VII	1	a	frenum praeputii	urn:cts:greekLit:tlg0722.tlg001:1
61177	κύων	A	VII	1	a	frenum praeputii	urn:cts:greekLit:tlg0019.tlg007.perseus-grc1:158
61177	κύων	A	VII	1	a	frenum praeputii	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61177	κύων	A	VIII	1	a	fetlock of a horse,	urn:cts:greekLit:tlg0738.tlg001:77
61177	κύων	A	IX	1	a	unilateral facial paralysis	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61177	κύων	A	XII	1	a	piece in the game of	urn:cts:greekLit:tlg0434.tlg001:56:3
61180	κῶας	A	I	1	a	fleece	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9:661
61180	κῶας	A	I	1	a	fleece	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:23:180
61180	κῶας	A	I	1	a	fleece	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:20:3
61180	κῶας	A	I	1	a	fleece	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:142
61180	κῶας	A	I	1	a	fleece	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:16:47
61180	κῶας	A	I	1	a	fleece	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:19:97
61180	κῶας	A	I	1	a	fleece	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:3:38
61180	κῶας	A	I	1	a	fleece	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:17:32
61180	κῶας	A	I	1	a	fleece	urn:cts:greekLit:tlg0033.tlg002.perseus-grc1:4:231
61180	κῶας	A	I	1	a	fleece	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:7:193
61180	κῶας	A	I	1	a	fleece	urn:cts:greekLit:tlg0255.tlg001:11:1
61180	κῶας	A	I	1	a	fleece	urn:cts:greekLit:tlg0005.tlg001.perseus-grc1:13:16
61181	κωβάθια	A	I	1	a	arsenical sulphides of cobalt	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61181	κωβάθια	A	I	1	a	arsenical sulphides of cobalt	urn:cts:greekLit:tlg1306.tlg001:p.51
61181	κωβάθια	A	I	1	a	arsenical sulphides of cobalt	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61181	κωβάθια	A	I	1	a	arsenical sulphides of cobalt	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61181	κωβάθια	A	I	1	a	arsenical sulphides of cobalt	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61181	κωβάθια	A	I	1	a	arsenical sulphides of cobalt	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:191
61181	κωβάθια	A	I	1	a	arsenical sulphides of cobalt	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61182	κώβαλοι	A	I	1	a	pomegranate flowers	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61182	κώβαλοι	A	I	1	a	pomegranate flowers	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61183	κωβήλη	A	I	1	a	needle	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61183	κωβήλη	A	II	1	a	sexual intercourse	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61183	κωβήλη	A	II	1	a	sexual intercourse	urn:cts:greekLit:tlg4040.tlg029:1
61183	κωβήλη	A	II	1	a	sexual intercourse	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61185	κωβιός	A	I	1	a	gudgeon	urn:cts:greekLit:tlg0260.tlg001:15
61185	κωβιός	A	I	1	a	gudgeon	urn:cts:greekLit:tlg0521.tlg001:66
61185	κωβιός	A	I	1	a	gudgeon	urn:cts:greekLit:tlg0627.tlg032:21
61185	κωβιός	A	I	1	a	gudgeon	urn:cts:greekLit:tlg0059.tlg021:298d
61185	κωβιός	A	I	1	a	gudgeon	urn:cts:greekLit:tlg0410.tlg001:26:19
61185	κωβιός	A	I	1	a	gudgeon	urn:cts:greekLit:tlg0541.tlg020:7
61186	κωβῖτις	A	I	1	a	like the gudgeon	urn:cts:greekLit:tlg0086.tlg014:569b:23
61186	κωβῖτις	A	I	1	a	like the gudgeon	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61186	κωβῖτις	A	I	1	a	like the gudgeon	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:7:285b
61187	κωβιώδης	A	I	1	a	like a	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61189	κωδᾶς	A	I	1	a	dealer in shcepskins,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61191	κώδεια	A	I	1	a	head	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:14:499
61191	κώδεια	A	I	1	a	head	urn:cts:greekLit:tlg0022.tlg002:432
61191	κώδεια	A	I	1	a	head	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61191	κώδεια	A	I	1	a	head	urn:cts:greekLit:tlg0019.tlg012:117
61191	κώδεια	A	I	1	a	head	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61191	κώδεια	A	I	1	a	head	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61191	κώδεια	A	I	1	a	head	urn:cts:greekLit:tlg0542.tlg001:2:38
61191	κώδεια	A	I	1	a	head	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61191	κώδεια	A	I	1	a	head	urn:cts:greekLit:tlg0722.tlg001:11
61191	κώδεια	A	I	1	a	head	urn:cts:greekLit:tlg0086.tlg036:914b:27
61191	κώδεια	A	I	1	a	head	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61191	κώδεια	A	I	1	a	head	urn:cts:greekLit:tlg4085.tlg001:11
61191	κώδεια	A	II	1	a	cup shaped like a poppy-head	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:298
61191	κώδεια	A	II	1	a	cup shaped like a poppy-head	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:169
61191	κώδεια	A	II	1	a	cup shaped like a poppy-head	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:300
61191	κώδεια	A	II	1	a	cup shaped like a poppy-head	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:13
61193	κῴδιον	A	I	1	a	sheepskin, fleece	urn:cts:greekLit:tlg0019.tlg002.perseus-grc1:400
61193	κῴδιον	A	I	1	a	sheepskin, fleece	urn:cts:greekLit:tlg0019.tlg009.perseus-grc1:1478
61193	κῴδιον	A	I	1	a	sheepskin, fleece	urn:cts:greekLit:tlg0059.tlg022:315d
61193	κῴδιον	A	I	1	a	sheepskin, fleece	urn:cts:greekLit:tlg0541.tlg029:189
61193	κῴδιον	A	I	1	a	sheepskin, fleece	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61193	κῴδιον	A	I	1	a	sheepskin, fleece	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61193	κῴδιον	A	I	1	a	sheepskin, fleece	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:24
61193	κῴδιον	A	I	1	a	sheepskin, fleece	http://www.trismegistos.org/text/78720
61193	κῴδιον	A	I	1	a	sheepskin, fleece	urn:cts:greekLit:tlg0062.tlg019:1
61193	κῴδιον	A	II	1	a	fleece	urn:cts:greekLit:tlg0586.tlg001:87
61193	κῴδιον	A	II	1	a	fleece	urn:cts:greekLit:tlg0586.tlg001:88
61194	κῳδιοφόρος	A	I	1	a	clad in sheepskin	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:17:2:3
61195	κωδύα	A	I	1	a	head	urn:cts:greekLit:tlg0093.tlg001:9:12:4
61195	κωδύα	A	I	1	a	head	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61195	κωδύα	A	I	1	a	head	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61195	κωδύα	A	I	1	a	head	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61195	κωδύα	A	I	1	a	head	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:64
61195	κωδύα	A	I	1	a	head	urn:cts:greekLit:tlg0565.tlg001:1:120
61195	κωδύα	A	I	1	a	head	urn:cts:greekLit:tlg0564.tlg001:1:15
61195	κωδύα	A	I	1	a	head	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61195	κωδύα	A	I	1	a	head	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61195	κωδύα	A	I	1	a	head	urn:cts:greekLit:tlg0093.tlg001:4:8:10
61195	κωδύα	A	I	1	a	head	urn:cts:greekLit:tlg0093.tlg001:7
61195	κωδύα	A	I	1	a	head	urn:cts:greekLit:tlg0093.tlg001:1:302
61195	κωδύα	A	I	1	a	head	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61195	κωδύα	A	I	1	a	head	urn:cts:greekLit:tlg0019.tlg012:117
61195	κωδύα	A	I	1	a	head	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61196	κώδυια	A	I	1	a	head	urn:cts:greekLit:tlg0086.tlg036:914b:27
61197	κώδυον	A	I	1	a	head	urn:cts:greekLit:tlg0093.tlg001:6:8:1
61198	κώδων	A	I	1	a	bell	urn:cts:greekLit:tlg0085.tlg004.perseus-grc1:386
61198	κώδων	A	I	1	a	bell	urn:cts:greekLit:tlg0085.tlg004.perseus-grc1:399
61198	κώδων	A	I	1	a	bell	urn:cts:greekLit:tlg0006.tlg019.perseus-grc1:308
61198	κώδων	A	I	1	a	bell	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:5:185a
61198	κώδων	A	I	1	a	bell	urn:cts:greekLit:tlg0542.tlg001:2:203
61198	κώδων	A	I	1	a	bell	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:4:135
61198	κώδων	A	I	1	a	bell	urn:cts:greekLit:tlg0007.tlg063:7
61198	κώδων	A	I	1	a	bell	urn:cts:greekLit:tlg0062.tlg033:24
61198	κώδων	A	I	1	a	bell	urn:cts:greekLit:tlg0019.tlg006.perseus-grc1:843
61198	κώδων	A	I	2	a	crier's bell	urn:cts:greekLit:tlg0014.tlg025.perseus-grc1:90
61198	κώδων	A	I	2	a	crier's bell	urn:cts:greekLit:tlg0019.tlg005.perseus-grc1:1078
61198	κώδων	A	I	2	a	crier's bell	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61199	κωδωνίζω	A	I	1	a	try, prove by ringing	urn:cts:greekLit:tlg0019.tlg009.perseus-grc1:723
61199	κωδωνίζω	A	I	1	a	try, prove by ringing	urn:cts:greekLit:tlg0019.tlg009.perseus-grc1:79
61199	κωδωνίζω	A	I	1	a	try, prove by ringing	urn:cts:greekLit:tlg0405.tlg001:15:5
61199	κωδωνίζω	A	I	1	a	try, prove by ringing	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61199	κωδωνίζω	A	I	1	a	try, prove by ringing	urn:cts:greekLit:tlg4085.tlg001:1:1
61199	κωδωνίζω	A	II	1	a	to have one's name noised abroad,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61200	κωδώνιον	A	I	1	a	in de An.	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61200	κωδώνιον	A	I	1	a	in de An.	Perseus:abo:pap,BGU:162:10
61200	κωδώνιον	A	I	1	a	in de An.	urn:cts:greekLit:tlg0087.tlg036:71
61201	κωδωνόκροτος	A	I	1	a	of	urn:cts:greekLit:tlg0011.tlg008.perseus-grc1:859
61201	κωδωνόκροτος	A	I	1	a	of	urn:cts:greekLit:tlg0006.tlg019.perseus-grc1:383
61202	κωδωνοφαλαρόπωλος	A	I	1	a	with jingling harness	urn:cts:greekLit:tlg0019.tlg009.perseus-grc1:963
61203	κωδωνοφορέω	A	I	1	a	carry the bell round, inspect sentinels	urn:cts:greekLit:tlg0019.tlg006.perseus-grc1:842
61203	κωδωνοφορέω	A	I	1	a	carry the bell round, inspect sentinels	urn:cts:greekLit:tlg0483.tlg001:26
61203	κωδωνοφορέω	A	I	1	a	carry the bell round, inspect sentinels	urn:cts:greekLit:tlg0385.tlg001:54:4
61203	κωδωνοφορέω	A	I	1	a	carry the bell round, inspect sentinels	urn:cts:greekLit:tlg0019.tlg006.perseus-grc1:1160
61203	κωδωνοφορέω	A	I	2	a	carry a bell	urn:cts:greekLit:tlg0638.tlg001:3:57
61203	κωδωνοφορέω	A	II	1	a	to be attended by men with bells	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:15:1:58
61208	κώθων	A	I	1	a	Laconian drinking-vessel	urn:cts:greekLit:tlg0232.tlg001:4
61208	κώθων	A	I	1	a	Laconian drinking-vessel	urn:cts:greekLit:tlg0019.tlg002.perseus-grc1:600
61208	κώθων	A	I	1	a	Laconian drinking-vessel	urn:cts:greekLit:tlg0032.tlg007.perseus-grc1:1:2:8
61208	κώθων	A	I	1	a	Laconian drinking-vessel	urn:cts:greekLit:tlg0319.tlg001:34
61208	κώθων	A	I	1	a	Laconian drinking-vessel	urn:cts:greekLit:tlg0007.tlg054.perseus-grc1:
61208	κώθων	A	I	1	a	Laconian drinking-vessel	urn:cts:greekLit:tlg0513.tlg001:54
61208	κώθων	A	I	1	a	Laconian drinking-vessel	urn:cts:greekLit:tlg0465.tlg001:1
61208	κώθων	A	I	1	a	Laconian drinking-vessel	urn:cts:greekLit:tlg0019.tlg005.perseus-grc1:1094
61208	κώθων	A	I	1	a	Laconian drinking-vessel	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61208	κώθων	A	I	1	a	Laconian drinking-vessel	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:11:483b
61208	κώθων	A	I	1	a	Laconian drinking-vessel	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61208	κώθων	A	I	1	a	Laconian drinking-vessel	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61208	κώθων	A	II	1	a	drinking bout, carousal	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61208	κώθων	A	II	1	a	drinking bout, carousal	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:13:583b
61208	κώθων	A	II	1	a	drinking bout, carousal	urn:cts:greekLit:tlg0007.tlg058:4
61208	κώθων	A	II	1	a	drinking bout, carousal	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61209	κωθωνία	A	I	1	a	deep potation	urn:cts:greekLit:tlg0719.tlg002.perseus-grc1:2:13
61210	κωθωνίζω	A	I	1	a	make drunken	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61210	κωθωνίζω	A	I	1	a	make drunken	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61210	κωθωνίζω	A	I	1	a	make drunken	urn:cts:greekLit:tlg0086.tlg036:872b:28
61210	κωθωνίζω	A	I	1	a	make drunken	urn:cts:greekLit:tlg0527.tlg019:3:15
61210	κωθωνίζω	A	I	1	a	make drunken	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:11:484a
61210	κωθωνίζω	A	I	1	a	make drunken	urn:cts:greekLit:tlg1609.tlg001:1
61210	κωθωνίζω	A	I	1	a	make drunken	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61210	κωθωνίζω	A	I	1	a	make drunken	urn:cts:greekLit:tlg0057.tlg017:4:13
61210	κωθωνίζω	A	I	1	a	make drunken	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:23:5:9
61210	κωθωνίζω	A	I	1	a	make drunken	urn:cts:greekLit:tlg0458.tlg001:126
61210	κωθωνίζω	A	I	1	a	make drunken	Perseus:abo:pap,PSI:3:172:23
61212	κωθωνισμός	A	I	1	a	tippling	urn:cts:greekLit:tlg0086.tlg036:863b:25
61212	κωθωνισμός	A	I	1	a	tippling	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:11:484a
61213	κωθωνιστήριον	A	I	1	a	banqueting house	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:5:19
61214	κωθωνιστής	A	I	1	a	toper	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:10:433b
61216	κωθωνοπλύτης	A	I	1	a	one who cleans the fish	urn:cts:greekLit:tlg0524.tlg001:45
61217	κωθωνοποιός	A	I	1	a	maker	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61218	κωθωνόχειλος	A	I	1	a	with the lip	urn:cts:greekLit:tlg0458.tlg001:56:3
61221	κώκυμα	A	I	1	a	shriek, wail	urn:cts:greekLit:tlg0085.tlg002.perseus-grc1:332
61221	κώκυμα	A	I	1	a	shriek, wail	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1:321
61221	κώκυμα	A	I	1	a	shriek, wail	urn:cts:greekLit:tlg0011.tlg002.perseus-grc1:1206
61222	κωκυτίς	A	I	1	a	born from Cocytus	urn:cts:greekLit:tlg0023.tlg001.perseus-grc1:3:487
61223	κωκυτός	A	I	1	a	shrieking, wailing	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:22:409
61223	κωκυτός	A	I	1	a	shrieking, wailing	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:447
61223	κωκυτός	A	I	1	a	shrieking, wailing	urn:cts:greekLit:tlg0033.tlg002.perseus-grc1:4:113
61223	κωκυτός	A	I	1	a	shrieking, wailing	urn:cts:greekLit:tlg0085.tlg006.perseus-grc1:150
61223	κωκυτός	A	I	1	a	shrieking, wailing	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1:851
61223	κωκυτός	A	I	1	a	shrieking, wailing	urn:cts:greekLit:tlg0011.tlg001.perseus-grc1:867
61223	κωκυτός	A	I	1	a	shrieking, wailing	urn:cts:greekLit:tlg0006.tlg015.perseus-grc1:1350
61223	κωκυτός	A	I	1	a	shrieking, wailing	urn:cts:greekLit:tlg0062.tlg036:12
61223	κωκυτός	A	I	1	a	shrieking, wailing	urn:cts:greekLit:tlg0532.tlg001.perseus-grc1:1:13
61223	κωκυτός	A	II	1	a	Cocytus, River of Wailing	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:10:514
61223	κωκυτός	A	II	1	a	Cocytus, River of Wailing	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1:1160
61223	κωκυτός	A	II	1	a	Cocytus, River of Wailing	urn:cts:greekLit:tlg0006.tlg002.perseus-grc1:458
61224	κωκύω	A	I	1	a	shriek, wail	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61224	κωκύω	A	I	1	a	shriek, wail	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:18:37
61224	κωκύω	A	I	1	a	shriek, wail	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:2:361
61224	κωκύω	A	I	1	a	shriek, wail	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:19:541
61224	κωκύω	A	I	1	a	shriek, wail	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:19:284
61224	κωκύω	A	I	1	a	shriek, wail	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:4:259
61224	κωκύω	A	I	1	a	shriek, wail	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:18:71
61224	κωκύω	A	I	1	a	shriek, wail	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:22:407
61224	κωκύω	A	I	1	a	shriek, wail	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61224	κωκύω	A	I	1	a	shriek, wail	urn:cts:greekLit:tlg0062.tlg066:21:1
61224	κωκύω	A	I	1	a	shriek, wail	urn:cts:greekLit:tlg0561.tlg001.perseus-grc1:2:21
61224	κωκύω	A	I	1	a	shriek, wail	urn:cts:greekLit:tlg0019.tlg005.perseus-grc1:
61224	κωκύω	A	I	1	a	shriek, wail	urn:cts:greekLit:tlg0019.tlg009.perseus-grc1:34
61224	κωκύω	A	I	1	a	shriek, wail	urn:cts:greekLit:tlg0019.tlg010.perseus-grc1:648
61224	κωκύω	A	I	2	a	lament	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:24:295
61224	κωκύω	A	I	2	a	lament	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1:1313
61224	κωκύω	A	I	2	a	lament	urn:cts:greekLit:tlg0011.tlg002.perseus-grc1:28
61224	κωκύω	A	I	2	a	lament	urn:cts:greekLit:tlg0019.tlg007.perseus-grc1:1222
61224	κωκύω	A	I	2	a	lament	urn:cts:greekLit:tlg2034.tlg003:4:9
61224	κωκύω	A	I	2	a	lament	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
61224	κωκύω	A	I	2	a	lament	urn:cts:greekLit:tlg0019.tlg005.perseus-grc1:
61224	κωκύω	A	I	2	a	lament	urn:cts:greekLit:tlg0036.tlg001:1:23
