102123	ταβαίτας	A	I	1	a	wooden bowl	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:14:500d
105580	τροχαῖος	A	II	1	a	trochee	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:400b
105580	τροχαῖος	A	II	1	a	trochee	urn:cts:greekLit:tlg0086.tlg038.perseus-grc1:1408b:36
105580	τροχαῖος	A	II	1	a	trochee	urn:cts:greekLit:tlg0086.tlg034.perseus-grc1:1452b:24
105580	τροχαῖος	A	II	2	a	a brisk march,	urn:cts:greekLit:tlg0385.tlg001:56:22
105580	τροχαῖος	A	II	2	a	a brisk march,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105580	τροχαῖος	A	II	2	a	a brisk march,	urn:cts:greekLit:tlg0542.tlg001:4:65
105580	τροχαῖος	A	II	3	a	tribrach	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105581	τροχαιοχόρειος	A	I	1	a	trochee and tribrach	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105581	τροχαιοχόρειος	A	I	1	a	trochee and tribrach	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105582	τροχαϊσμός	A	I	1	a	trochaic metre,	urn:cts:greekLit:tlg4083.tlg001:1647:26
105583	τροχαλεῖον	A	I	1	a	globe	urn:cts:greekLit:tlg0653.tlg001.perseus-grc1:530
105585	τροχαλίζω	A	I	1	a	roll along,	urn:cts:greekLit:tlg2329.tlg001:12J
105586	τροχαλός	A	I	1	a	running,	urn:cts:greekLit:tlg0020.tlg002.perseus-grc1:518
105586	τροχαλός	A	I	1	a	running,	urn:cts:greekLit:tlg0020.tlg002.perseus-grc1:11
105586	τροχαλός	A	I	1	a	running,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105586	τροχαλός	A	I	1	a	running,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105586	τροχαλός	A	I	1	a	running,	urn:cts:greekLit:tlg0006.tlg018.perseus-grc1:146
105586	τροχαλός	A	II	1	a	round,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105586	τροχαλός	A	II	1	a	round,	urn:cts:greekLit:tlg0022.tlg001:589
105586	τροχαλός	A	II	1	a	round,	urn:cts:greekLit:tlg0062.tlg061.perseus-grc1:
105586	τροχαλός	A	II	1	a	round,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105587	τροχαντήρ	A	I	1	a	trochanter,	urn:cts:greekLit:tlg0057.tlg017:15:8
105587	τροχαντήρ	A	I	1	a	trochanter,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105587	τροχαντήρ	A	I	1	a	trochanter,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:312
105587	τροχαντήρ	A	I	1	a	trochanter,	urn:cts:greekLit:tlg0544.tlg002:1:316s
105589	τροχάς	A	I	1	a	gallicula,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105589	τροχάς	A	I	1	a	gallicula,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105590	τρόχασμα	A	I	1	a	course, running,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105590	τρόχασμα	A	I	1	a	course, running,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:42
105590	τρόχασμα	A	I	1	a	course, running,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105591	τροχαστής	A	I	1	a	one who works a water-wheel,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:1197
105593	τροχάω	A	I	1	a	revolve,	urn:cts:greekLit:tlg0653.tlg001.perseus-grc1:227
105598	τροχερός	A	I	1	a	running, tripping,	urn:cts:greekLit:tlg0086.tlg038.perseus-grc1:1409a:1
105598	τροχερός	A	I	1	a	running, tripping,	urn:cts:greekLit:tlg0086.tlg038.perseus-grc1:11
105599	τροχεύομαι	A	I	1	a	rotor,	urn:cts:greekLit:tlg0086.tlg038.perseus-grc1:p.432K
105600	τροχή	A	I	1	a	course,	urn:cts:greekLit:tlg1738.tlg001:261
105601	τροχηλασία	A	I	1	a	locomotion,	urn:cts:greekLit:tlg0627.tlg055:17
105602	τροχηλατέω	A	I	1	a	drive a chariot:	urn:cts:greekLit:tlg0006.tlg016.perseus-grc1:36
105602	τροχηλατέω	A	I	1	a	drive a chariot:	urn:cts:greekLit:tlg0006.tlg012.perseus-grc1:1253
105603	τροχηλάτης	A	I	1	a	charioteer,	urn:cts:greekLit:tlg0011.tlg004.perseus-grc1:806
105603	τροχηλάτης	A	I	1	a	charioteer,	urn:cts:greekLit:tlg0006.tlg015.perseus-grc1:39
105603	τροχηλάτης	A	I	2	a	currilis equus,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105604	τροχήλατος	A	I	1	a	wheel-drawn,	urn:cts:greekLit:tlg0085.tlg002.perseus-grc1:1001
105604	τροχήλατος	A	I	1	a	wheel-drawn,	urn:cts:greekLit:tlg0011.tlg005.perseus-grc1:49
105604	τροχήλατος	A	I	2	a	dragged by	urn:cts:greekLit:tlg0006.tlg006.perseus-grc1:399
105604	τροχήλατος	A	I	3	a	ploughed with wheels,	urn:cts:greekLit:tlg0085.tlg008:173
105604	τροχήλατος	A	I	4	a	formed on the potter's wheel,	urn:cts:greekLit:tlg0019.tlg010.perseus-grc1:1
105604	τροχήλατος	A	I	4	a	formed on the potter's wheel,	urn:cts:greekLit:tlg0518.tlg001:1:9
105604	τροχήλατος	A	I	5	a	hurried along like a wheel	urn:cts:greekLit:tlg0006.tlg009.perseus-grc1:122
105604	τροχήλατος	A	I	5	a	hurried along like a wheel	urn:cts:greekLit:tlg0006.tlg013.perseus-grc1:82
105606	τροχιά	A	I	1	a	wheel-track, rut,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105606	τροχιά	A	I	1	a	wheel-track, rut,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105606	τροχιά	A	II	1	a	the round of a wheel,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105606	τροχιά	A	II	1	a	the round of a wheel,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105606	τροχιά	A	II	1	a	the round of a wheel,	urn:cts:greekLit:tlg1458.tlg001:9:418
105606	τροχιά	A	II	1	a	the round of a wheel,	urn:cts:greekLit:tlg0022.tlg001:816
105606	τροχιά	A	III	1	a	path,	urn:cts:greekLit:tlg0527.tlg029:4:26
105606	τροχιά	A	III	1	a	path,	urn:cts:greekLit:tlg0031.tlg019.perseus-grc1:12:13
105606	τροχιά	A	IV	1	a	elastic strand in the	urn:cts:greekLit:tlg1599.tlg001:54:41
105606	τροχιά	A	IV	1	a	elastic strand in the	urn:cts:greekLit:tlg0559.tlg012:108:3
105607	τροχιάζω	A	I	1	a	roto, rotor,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105608	τροχιαῖος	A	I	1	a	worked by a wheel,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:111
105608	τροχιαῖος	A	I	1	a	worked by a wheel,	urn:cts:greekLit:tlg0527.tlg026:11:10
105609	τροχιαμβικός	A	I	1	a	consisting of trochee and iambus,	urn:cts:greekLit:tlg1402.tlg001:pp.137,360
105610	τροχίας	A	I	1	a	courier, messenger,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105610	τροχίας	A	II	1	a	cast	urn:cts:greekLit:tlg0542.tlg001:7:105
105611	τροχίασμα	A	I	1	a	wheel-work,	urn:cts:greekLit:tlg1226.tlg001:66:10
105612	τροχίζω	A	I	1	a	break on the wheel, torture,	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:20:71
105612	τροχίζω	A	I	1	a	break on the wheel, torture,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105612	τροχίζω	A	I	1	a	break on the wheel, torture,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105612	τροχίζω	A	I	1	a	break on the wheel, torture,	urn:cts:greekLit:tlg0028.tlg001.perseus-grc1:20
105612	τροχίζω	A	I	1	a	break on the wheel, torture,	urn:cts:greekLit:tlg0086.tlg010.perseus-grc1:1153b:19
105612	τροχίζω	A	I	1	a	break on the wheel, torture,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105612	τροχίζω	A	I	1	a	break on the wheel, torture,	urn:cts:greekLit:tlg1608.tlg001:p.114B
105612	τροχίζω	A	II	1	a	furnish with wheels,	urn:cts:greekLit:tlg1226.tlg001:58:3
105612	τροχίζω	A	III	1	a	run round,	urn:cts:greekLit:tlg0086.tlg036:935b:29
105613	τροχικός	A	I	1	a	granulated,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:82
105614	τροχιλεία	A	I	1	a	block-and-tackle equipment, pulley	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105614	τροχιλεία	A	I	1	a	block-and-tackle equipment, pulley	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105614	τροχιλεία	A	I	1	a	block-and-tackle equipment, pulley	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105614	τροχιλεία	A	I	1	a	block-and-tackle equipment, pulley	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105614	τροχιλεία	A	I	1	a	block-and-tackle equipment, pulley	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105614	τροχιλεία	A	I	1	a	block-and-tackle equipment, pulley	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105614	τροχιλεία	A	I	1	a	block-and-tackle equipment, pulley	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:98
105614	τροχιλεία	A	I	1	a	block-and-tackle equipment, pulley	urn:cts:greekLit:tlg0627.tlg010.perseus-grc1:43
105614	τροχιλεία	A	I	1	a	block-and-tackle equipment, pulley	urn:cts:greekLit:tlg0019.tlg007.perseus-grc1:722
105614	τροχιλεία	A	I	1	a	block-and-tackle equipment, pulley	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:1:22:5
105614	τροχιλεία	A	I	1	a	block-and-tackle equipment, pulley	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:8:4:5
105614	τροχιλεία	A	I	1	a	block-and-tackle equipment, pulley	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105614	τροχιλεία	A	I	1	a	block-and-tackle equipment, pulley	urn:cts:greekLit:tlg0007.tlg041:11
105614	τροχιλεία	A	I	1	a	block-and-tackle equipment, pulley	urn:cts:greekLit:tlg0057.tlg017:7:14
105614	τροχιλεία	A	I	1	a	block-and-tackle equipment, pulley	urn:cts:greekLit:tlg0417.tlg001:33
105614	τροχιλεία	A	I	1	a	block-and-tackle equipment, pulley	urn:cts:greekLit:tlg0086.tlg023:851b:19
105614	τροχιλεία	A	I	1	a	block-and-tackle equipment, pulley	urn:cts:greekLit:tlg1204.tlg001:14:8
105614	τροχιλεία	A	I	1	a	block-and-tackle equipment, pulley	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105614	τροχιλεία	A	I	1	a	block-and-tackle equipment, pulley	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105614	τροχιλεία	A	I	1	a	block-and-tackle equipment, pulley	urn:cts:greekLit:tlg0004.tlg001.perseus-grc1:2:36
105615	τροχειλέα2	A	I	1	a	ease	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:13:587f
105616	τροχιλεῖον	A	I	1	a	pulleyblock, pulley,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105616	τροχιλεῖον	A	I	1	a	pulleyblock, pulley,	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:397a
105616	τροχιλεῖον	A	I	1	a	pulleyblock, pulley,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105616	τροχιλεῖον	A	I	1	a	pulleyblock, pulley,	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:5:208e
105616	τροχιλεῖον	A	I	1	a	pulleyblock, pulley,	urn:cts:greekLit:tlg0559.tlg001:1:27
105618	τροχίλος	A	I	1	a	Egyptian plover, Charadrius melanocephalus	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:2:68
105618	τροχίλος	A	I	1	a	Egyptian plover, Charadrius melanocephalus	urn:cts:greekLit:tlg0086.tlg014:612a:21
105618	τροχίλος	A	I	1	a	Egyptian plover, Charadrius melanocephalus	urn:cts:greekLit:tlg0019.tlg006.perseus-grc1:79
105618	τροχίλος	A	I	1	a	Egyptian plover, Charadrius melanocephalus	urn:cts:greekLit:tlg0019.tlg001.perseus-grc1:876
105618	τροχίλος	A	I	1	a	Egyptian plover, Charadrius melanocephalus	urn:cts:greekLit:tlg0019.tlg005.perseus-grc1:1004
105618	τροχίλος	A	I	1	a	Egyptian plover, Charadrius melanocephalus	urn:cts:greekLit:tlg1270.tlg001:73
105618	τροχίλος	A	I	1	a	Egyptian plover, Charadrius melanocephalus	urn:cts:greekLit:tlg0545.tlg001:3:11
105618	τροχίλος	A	I	1	a	Egyptian plover, Charadrius melanocephalus	urn:cts:greekLit:tlg0545.tlg001:8:25
105618	τροχίλος	A	I	1	a	Egyptian plover, Charadrius melanocephalus	urn:cts:greekLit:tlg0545.tlg001:12:15
105618	τροχίλος	A	I	2	a	wren, Troglodytes europaeus,	urn:cts:greekLit:tlg0086.tlg014:615a:17
105618	τροχίλος	A	I	2	a	wren, Troglodytes europaeus,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105618	τροχίλος	A	I	2	a	wren, Troglodytes europaeus,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105618	τροχίλος	A	II	1	a	hollow between the mouldings on the base of a column,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105618	τροχίλος	A	III	1	a	sheave	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:397a
105618	τροχίλος	A	III	1	a	sheave	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105618	τροχίλος	A	III	1	a	sheave	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:241
105618	τροχίλος	A	III	1	a	sheave	urn:cts:greekLit:tlg0559.tlg012:85:4
105618	τροχίλος	A	III	1	a	sheave	urn:cts:greekLit:tlg0559.tlg001:1:26
105618	τροχίλος	A	III	1	a	sheave	urn:cts:greekLit:tlg4083.tlg001:1534:8
105619	τροχιλώδης	A	I	1	a	like a pulley,	urn:cts:greekLit:tlg0722.tlg001:25:16:3
105619	τροχιλώδης	A	I	1	a	like a pulley,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105619	τροχιλώδης	A	I	1	a	like a pulley,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105619	τροχιλώδης	A	I	1	a	like a pulley,	urn:cts:greekLit:tlg0057.tlg017:2:15
105620	τροχίμαλλον	A	I	1	a	heap of stones,	urn:cts:greekLit:tlg0019.tlg012:876
105621	τρόχιμος	A	I	1	a	running, hastening,	urn:cts:greekLit:tlg0011.tlg008.perseus-grc1:240
105622	τρόχιον	A	I	1	a	rotella,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105623	τροχιός	A	I	1	a	round,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105624	τρόχις	A	I	1	a	courier, messenger,	urn:cts:greekLit:tlg0085.tlg003.perseus-grc1:941
105624	τρόχις	A	I	1	a	courier, messenger,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105624	τρόχις	A	I	1	a	courier, messenger,	http://www.trismegistos.org/text/62767
105624	τρόχις	A	I	1	a	courier, messenger,	urn:cts:greekLit:tlg0023.tlg001.perseus-grc1:2:634
105627	τρόχισκος	A	I	1	a	small wheel	urn:cts:greekLit:tlg0086.tlg023:848a:25
105627	τρόχισκος	A	I	1	a	small wheel	urn:cts:greekLit:tlg1165.tlg001:155:9
105627	τρόχισκος	A	I	2	a	troche	urn:cts:greekLit:tlg0086.tlg027:831b:27
105627	τρόχισκος	A	I	2	a	troche	urn:cts:greekLit:tlg0093.tlg001:9:9:3
105627	τρόχισκος	A	I	2	a	troche	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105627	τρόχισκος	A	I	2	a	troche	urn:cts:greekLit:tlg0722.tlg001:10:24:1
105627	τρόχισκος	A	I	2	a	troche	urn:cts:greekLit:tlg0565.tlg001:2:41
105627	τρόχισκος	A	I	2	a	troche	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105627	τρόχισκος	A	I	3	a	ear-ring,	urn:cts:greekLit:tlg0527.tlg053:16:12
105627	τρόχισκος	A	I	4	a	a metal ball,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105629	τρόχμαλος	A	I	1	a	rolled stone, pebble,	urn:cts:greekLit:tlg0093.tlg002:3:6:4
105629	τρόχμαλος	A	I	1	a	rolled stone, pebble,	urn:cts:greekLit:tlg4083.tlg001:1259:33
105629	τρόχμαλος	A	I	1	a	rolled stone, pebble,	urn:cts:greekLit:tlg0022.tlg001:143
105629	τρόχμαλος	A	I	1	a	rolled stone, pebble,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:1064
105631	τροχοδινέομαι	A	I	1	a	whirl	urn:cts:greekLit:tlg0085.tlg003.perseus-grc1:882
105632	τροχοειδής	A	I	1	a	round like a wheel, circular,	Thgn. 7
105632	τροχοειδής	A	I	1	a	round like a wheel, circular,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:2:170
105632	τροχοειδής	A	I	1	a	round like a wheel, circular,	urn:cts:greekLit:tlg0526.tlg004.perseus-grc1:3:10:7
105632	τροχοειδής	A	I	1	a	round like a wheel, circular,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:7:140
105632	τροχοειδής	A	I	1	a	round like a wheel, circular,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105632	τροχοειδής	A	I	1	a	round like a wheel, circular,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:103
105633	τροχόεις	A	I	1	a	round as a wheel, round	urn:cts:greekLit:tlg0533.tlg002:261
105633	τροχόεις	A	I	1	a	round as a wheel, round	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105633	τροχόεις	A	I	1	a	round as a wheel, round	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105633	τροχόεις	A	I	1	a	round as a wheel, round	urn:cts:greekLit:tlg1473.tlg001:6:65
105633	τροχόεις	A	I	1	a	round as a wheel, round	urn:cts:greekLit:tlg0022.tlg001:332
105634	τροχοκουράς	A	I	1	a	shaven	urn:cts:greekLit:tlg1263.tlg001:4
105634	τροχοκουράς	A	I	1	a	shaven	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105634	τροχοκουράς	A	I	1	a	shaven	urn:cts:greekLit:tlg0526.tlg003.perseus-grc1:1:22
105635	τροχοπαικτέω	A	I	1	a	play with wheels	urn:cts:greekLit:tlg0553.tlg001:1:76
105635	τροχοπαικτέω	A	I	1	a	play with wheels	urn:cts:greekLit:tlg0032.tlg004.perseus-grc1:2:22
105636	τροχοπέδη	A	I	1	a	the drag	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:3:99c
105637	τροχοποιέω	A	I	1	a	make wheels,	urn:cts:greekLit:tlg0019.tlg011.perseus-grc1:513
105638	τροχός1	A	I	1	a	wheel,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:6:42
105638	τροχός1	A	I	1	a	wheel,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:23:394
105638	τροχός1	A	I	1	a	wheel,	urn:cts:greekLit:tlg0011.tlg002.perseus-grc1:252
105638	τροχός1	A	I	1	a	wheel,	urn:cts:greekLit:tlg0033.tlg002.perseus-grc1:2:22
105638	τροχός1	A	I	1	a	wheel,	urn:cts:greekLit:tlg0032.tlg004.perseus-grc1:2:22
105638	τροχός1	A	I	1	a	wheel,	urn:cts:greekLit:tlg0032.tlg004.perseus-grc1:7:3
105638	τροχός1	A	I	1	a	wheel,	urn:cts:greekLit:tlg0011.tlg008.perseus-grc1:871
105638	τροχός1	A	I	1	a	wheel,	urn:cts:greekLit:tlg0006.tlg010.perseus-grc1:2078
105638	τροχός1	A	I	1	a	wheel,	Eur. Fr. 1.14
105638	τροχός1	A	I	2	a	potter's wheel,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:18:600
105638	τροχός1	A	I	2	a	potter's wheel,	urn:cts:greekLit:tlg0019.tlg010.perseus-grc1:4
105638	τροχός1	A	I	2	a	potter's wheel,	urn:cts:greekLit:tlg0410.tlg001:52:2
105638	τροχός1	A	I	2	a	potter's wheel,	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:420e
105638	τροχός1	A	I	3	a	wheel of a stage-machine,	urn:cts:greekLit:tlg0019.tlg012:188
105638	τροχός1	A	I	3	a	wheel of a stage-machine,	Perseus:abo:pap,P.Oxy.:1292:13
105638	τροχός1	A	I	3	a	wheel of a stage-machine,	Perseus:abo:pap,PSI:9:1072:9
105638	τροχός1	A	I	4	a	wheel of torture,	urn:cts:greekLit:tlg0237.tlg001:21:9
105638	τροχός1	A	I	4	a	wheel of torture,	urn:cts:greekLit:tlg0019.tlg011.perseus-grc1:875
105638	τροχός1	A	I	4	a	wheel of torture,	urn:cts:greekLit:tlg0019.tlg007.perseus-grc1:846
105638	τροχός1	A	I	4	a	wheel of torture,	urn:cts:greekLit:tlg0014.tlg029.perseus-grc1:40
105638	τροχός1	A	I	4	a	wheel of torture,	urn:cts:greekLit:tlg0019.tlg005.perseus-grc1:452
105638	τροχός1	A	I	4	a	wheel of torture,	urn:cts:greekLit:tlg0028.tlg005.perseus-grc1:40
105638	τροχός1	A	I	4	a	wheel of torture,	urn:cts:greekLit:tlg0027.tlg001.perseus-grc1:43
105638	τροχός1	A	I	4	a	wheel of torture,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105638	τροχός1	A	I	4	a	wheel of torture,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105638	τροχός1	A	I	4	a	wheel of torture,	urn:cts:greekLit:tlg0062.tlg068:6:5
105638	τροχός1	A	I	5	a	wheels	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:17:45
105638	τροχός1	A	II	1	a	hoop,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105638	τροχός1	A	II	1	a	hoop,	urn:cts:greekLit:tlg0722.tlg001:6:26:5
105638	τροχός1	A	II	1	a	hoop,	urn:cts:greekLit:tlg0544.tlg001:1:106
105638	τροχός1	A	III	1	a	round cake,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:12:173
105638	τροχός1	A	III	1	a	round cake,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:21:178
105638	τροχός1	A	III	1	a	round cake,	urn:cts:greekLit:tlg0019.tlg008.perseus-grc1:17
105638	τροχός1	A	III	1	a	round cake,	urn:cts:greekLit:tlg0579.tlg003:136
105638	τροχός1	A	III	2	a	large pill	urn:cts:greekLit:tlg0579.tlg003:2
105638	τροχός1	A	III	2	a	large pill	urn:cts:greekLit:tlg0565.tlg001:1:65
105638	τροχός1	A	III	2	a	large pill	Perseus:abo:pap,P.Oxy.:2144:25
105638	τροχός1	A	IV	1	a	circles	urn:cts:greekLit:tlg0059.tlg032:113d
105638	τροχός1	A	IV	1	a	circles	urn:cts:greekLit:tlg0059.tlg032:115c
105638	τροχός1	A	IV	1	a	circles	urn:cts:greekLit:tlg0059.tlg032:116a
105638	τροχός1	A	IV	1	a	circles	urn:cts:greekLit:tlg0059.tlg032:117c
105638	τροχός1	A	IV	1	a	circles	urn:cts:greekLit:tlg0007.tlg036:39
105638	τροχός1	A	V	1	a	circuit of a wall	urn:cts:greekLit:tlg0011.tlg008.perseus-grc1:227
105638	τροχός1	A	V	1	a	circuit of a wall	urn:cts:greekLit:tlg0059.tlg034.perseus-grc1:681a
105638	τροχός1	A	V	1	a	circuit of a wall	urn:cts:greekLit:tlg0059.tlg034.perseus-grc1:175v
105638	τροχός1	A	VI	1	a	ring playing on the bit	urn:cts:greekLit:tlg0032.tlg013.perseus-grc1:10:6
105638	τροχός1	A	VI	1	a	ring playing on the bit	urn:cts:greekLit:tlg0542.tlg001:1:184
105638	τροχός1	A	VI	2	a	ring for passing a rope through,	urn:cts:greekLit:tlg0542.tlg001:94
105638	τροχός1	A	VII	1	a	whirlwind,	urn:cts:greekLit:tlg0527.tlg027:76(77).18
105638	τροχός1	A	VIII	1	a	washpot	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105638	τροχός1	A	IX	1	a	rota,	urn:cts:latinLit:phi0978.phi001:9:8
105638	τροχός1	A	IX	1	a	rota,	urn:cts:greekLit:tlg0545.tlg001:13:20
105638	τροχός1	B	I	1	a	circular race,	urn:cts:greekLit:tlg0627.tlg031:2:63
105638	τροχός1	B	I	1	a	circular race,	urn:cts:greekLit:tlg0627.tlg031:3:68
105638	τροχός1	B	I	1	a	circular race,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:89
105638	τροχός1	B	I	1	a	circular race,	urn:cts:greekLit:tlg0011.tlg002.perseus-grc1:1065
105638	τροχός1	B	I	1	a	circular race,	urn:cts:greekLit:tlg0006.tlg003.perseus-grc1:46
105638	τροχός1	B	I	2	a	place for running, race-course,	urn:cts:greekLit:tlg0006.tlg005.perseus-grc1:1133
105639	τροχός2	A	I	1	a	running, tripping,	urn:cts:greekLit:tlg0033.tlg005:177
105639	τροχός2	A	II	1	a	round,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105644	τρύβλιον	A	I	1	a	cup. bowl,	urn:cts:greekLit:tlg0019.tlg002.perseus-grc1:650
105644	τρύβλιον	A	I	1	a	cup. bowl,	urn:cts:greekLit:tlg0019.tlg006.perseus-grc1:77
105644	τρύβλιον	A	I	1	a	cup. bowl,	urn:cts:greekLit:tlg0019.tlg001.perseus-grc1:278
105644	τρύβλιον	A	I	1	a	cup. bowl,	urn:cts:greekLit:tlg0019.tlg002.perseus-grc1:905
105644	τρύβλιον	A	I	1	a	cup. bowl,	urn:cts:greekLit:tlg0527.tlg004:7:13
105644	τρύβλιον	A	I	1	a	cup. bowl,	urn:cts:greekLit:tlg0031.tlg001.perseus-grc1:26:23
105647	τρυγάω	A	I	1	a	gather in	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:7:124
105647	τρυγάω	A	I	1	a	gather in	urn:cts:greekLit:tlg0031.tlg003.perseus-grc1:6:44
105647	τρυγάω	A	I	1	a	gather in	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:812
105647	τρυγάω	A	I	1	a	gather in	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:787
105647	τρυγάω	A	I	1	a	gather in	urn:cts:greekLit:tlg0019.tlg005.perseus-grc1:1338
105647	τρυγάω	A	I	1	a	gather in	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105647	τρυγάω	A	I	1	a	gather in	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105647	τρυγάω	A	I	1	a	gather in	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
105647	τρυγάω	A	I	1	a	gather in	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:4:199
105647	τρυγάω	A	I	1	a	gather in	urn:cts:greekLit:tlg0086.tlg036:925b:15
105647	τρυγάω	A	I	1	a	gather in	Perseus:abo:pap,P.Cair.Zen.:184:5
105647	τρυγάω	A	I	1	a	gather in	urn:cts:greekLit:tlg0035.tlg001:3:35
105647	τρυγάω	A	I	1	a	gather in	urn:cts:greekLit:tlg0062.tlg016:5
105647	τρυγάω	A	II	1	a	gather	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:18:566
105647	τρυγάω	A	II	1	a	gather	urn:cts:greekLit:tlg0020.tlg003.perseus-grc1:292
