112910	χά	A	I	1	a	ha! ha!,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114982	χρυσοστέφανος	A	I	1	a	gold-crowned,	urn:cts:greekLit:tlg0013.tlg006.perseus-grc1:1
114982	χρυσοστέφανος	A	I	1	a	gold-crowned,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:9
114982	χρυσοστέφανος	A	I	1	a	gold-crowned,	urn:cts:greekLit:tlg0033.tlg001.perseus-grc1:8:1
114983	χρυσοστεφής	A	I	1	a	of a golden crown,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:45
114983	χρυσοστεφής	A	I	1	a	of a golden crown,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114983	χρυσοστεφής	A	I	1	a	of a golden crown,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114984	χρυσοστήμων	A	I	1	a	woven with gold,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114985	χρυσόστομος	A	I	1	a	of golden mouth,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114985	χρυσόστομος	A	I	1	a	of golden mouth,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114986	χρυσόστροφος	A	I	1	a	made of twisted gold,	urn:cts:greekLit:tlg0011.tlg004.perseus-grc1:203
114987	χρυσόσωρος	A	I	1	a	with heaps of gold,	urn:cts:greekLit:tlg9022.tlg001:12:332
114988	χρυσοτέκτων	A	I	1	a	goldsmith,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114988	χρυσοτέκτων	A	I	1	a	goldsmith,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114988	χρυσοτέκτων	A	I	1	a	goldsmith,	urn:cts:greekLit:tlg0062.tlg046:9
114989	χρυσότερος	A	I	1	a	more golden,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:122
114989	χρυσότερος	A	I	1	a	more golden,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114990	χρυσότευκτος	A	I	1	a	wrought of gold,	urn:cts:greekLit:tlg0085.tlg004.perseus-grc1:660
114990	χρυσότευκτος	A	I	1	a	wrought of gold,	urn:cts:greekLit:tlg0085.tlg008:184
114990	χρυσότευκτος	A	I	1	a	wrought of gold,	urn:cts:greekLit:tlg0006.tlg015.perseus-grc1:220
114990	χρυσότευκτος	A	I	1	a	wrought of gold,	urn:cts:greekLit:tlg0458.tlg001:20:4
114990	χρυσότευκτος	A	I	1	a	wrought of gold,	urn:cts:greekLit:tlg0006.tlg003.perseus-grc1:984
114991	χρυσοτευχής	A	I	1	a	with golden armour,	urn:cts:greekLit:tlg0006.tlg019.perseus-grc1:340
114992	χρυσοτόκος	A	I	1	a	laying golden eggs,	urn:cts:greekLit:tlg0096.tlg002:343
114993	χρυσότοξος	A	I	1	a	with bow of gold,	urn:cts:greekLit:tlg0033.tlg001.perseus-grc1:14:10
114993	χρυσότοξος	A	I	1	a	with bow of gold,	urn:cts:greekLit:tlg0201.tlg001:48
114994	χρυσοτόρευτος	A	I	1	a	embossed with gold,	urn:cts:greekLit:tlg0527.tlg002:25:17(18)
114994	χρυσοτόρευτος	A	I	1	a	embossed with gold,	urn:cts:greekLit:tlg1386.tlg001:3:28
114996	χρυσοτρίαινος	A	I	1	a	with trident of gold,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114996	χρυσοτρίαινος	A	I	1	a	with trident of gold,	urn:cts:greekLit:tlg2658.tlg001:2
114996	χρυσοτρίαινος	A	I	1	a	with trident of gold,	urn:cts:greekLit:tlg0019.tlg002.perseus-grc1:559
114996	χρυσοτρίαινος	A	I	1	a	with trident of gold,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114997	χρυσότυπος	A	I	1	a	wrought of gold,	urn:cts:greekLit:tlg0006.tlg012.perseus-grc1:470
114997	χρυσότυπος	A	I	1	a	wrought of gold,	urn:cts:greekLit:tlg0319.tlg001:2:8
114997	χρυσότυπος	A	I	1	a	wrought of gold,	urn:cts:greekLit:tlg0007.tlg054.perseus-grc1:
114998	χρυσούατος	A	I	1	a	with ears	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:17
115000	χρυσουργεῖον	A	I	1	a	gold-mine,	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:4:6:7
115001	χρυσουργέω	A	I	1	a	to be a	urn:cts:greekLit:tlg0542.tlg001:7:97
115002	χρυσουργός	A	I	1	a	goldsmith,	urn:cts:greekLit:tlg0527.tlg035:15:9
115004	χρυσοϋφής	A	I	1	a	interwoven with gold,	urn:cts:greekLit:tlg1240.tlg001:2
115004	χρυσοϋφής	A	I	1	a	interwoven with gold,	urn:cts:greekLit:tlg0015.tlg001:5:3:6
115004	χρυσοϋφής	A	I	1	a	interwoven with gold,	urn:cts:greekLit:tlg1255.tlg001:4J
115004	χρυσοϋφής	A	I	1	a	interwoven with gold,	urn:cts:greekLit:tlg1645.tlg001:3J
115004	χρυσοϋφής	A	I	1	a	interwoven with gold,	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:5:46
115006	χρυσοφαής	A	I	1	a	gold-shining,	urn:cts:greekLit:tlg0006.tlg007.perseus-grc1:636
115006	χρυσοφαής	A	I	1	a	gold-shining,	urn:cts:greekLit:tlg0006.tlg005.perseus-grc1:1275
115006	χρυσοφαής	A	I	1	a	gold-shining,	urn:cts:greekLit:tlg0007.tlg028:12
115006	χρυσοφαής	A	I	1	a	gold-shining,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115007	χρυσοφάλαρος	A	I	1	a	with trappings of gold,	urn:cts:greekLit:tlg0006.tlg011.perseus-grc1:520
115007	χρυσοφάλαρος	A	I	1	a	with trappings of gold,	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:30:25:6
115007	χρυσοφάλαρος	A	I	1	a	with trappings of gold,	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:31:18
115007	χρυσοφάλαρος	A	I	1	a	with trappings of gold,	urn:cts:greekLit:tlg0551.tlg009.perseus-grc1:32
115008	χρυσοφανής	A	I	1	a	shining like gold,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115008	χρυσοφανής	A	I	1	a	shining like gold,	urn:cts:greekLit:tlg0654.tlg002:17
115008	χρυσοφανής	A	I	1	a	shining like gold,	urn:cts:greekLit:tlg4083.tlg001:991:22
115010	χρυσοφάσγανος	A	I	1	a	with sword of gold,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:5:509
115011	χρυσοφεγγής	A	I	1	a	gold-beaming,	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1:288
115012	χρυσοφορέω	A	I	1	a	wear golden ornaments	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:1:82
115012	χρυσοφορέω	A	I	1	a	wear golden ornaments	urn:cts:greekLit:tlg0221.tlg001:38
115012	χρυσοφορέω	A	I	1	a	wear golden ornaments	urn:cts:greekLit:tlg1691.tlg001:9:4
115012	χρυσοφορέω	A	I	1	a	wear golden ornaments	urn:cts:greekLit:tlg0086.tlg029:1349a:24
115012	χρυσοφορέω	A	I	1	a	wear golden ornaments	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115012	χρυσοφορέω	A	I	1	a	wear golden ornaments	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115012	χρυσοφορέω	A	I	1	a	wear golden ornaments	urn:cts:greekLit:tlg0553.tlg001:2:9
115012	χρυσοφορέω	A	I	1	a	wear golden ornaments	urn:cts:greekLit:tlg0553.tlg001:1:77
115012	χρυσοφορέω	A	I	1	a	wear golden ornaments	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:704
115012	χρυσοφορέω	A	I	1	a	wear golden ornaments	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:31
115012	χρυσοφορέω	A	I	1	a	wear golden ornaments	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115012	χρυσοφορέω	A	I	1	a	wear golden ornaments	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:437
115012	χρυσοφορέω	A	I	1	a	wear golden ornaments	urn:cts:greekLit:tlg0062.tlg041:45
115012	χρυσοφορέω	A	I	1	a	wear golden ornaments	urn:cts:greekLit:tlg0551.tlg009.perseus-grc1:104
115012	χρυσοφορέω	A	II	1	a	pay gold as a tax,	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:4:83
115012	χρυσοφορέω	A	III	1	a	carry gold,	urn:cts:greekLit:tlg0551.tlg014.perseus-grc1:103
115013	χρυσοφορητός	A	I	1	a	borne about by gold,	urn:cts:greekLit:tlg2583.tlg001:5:309
115014	χρυσοφορία	A	I	1	a	wearing of golden ornaments,	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:17:3:7
115014	χρυσοφορία	A	I	1	a	wearing of golden ornaments,	urn:cts:greekLit:tlg0612.tlg001:2:51
115014	χρυσοφορία	A	I	1	a	wearing of golden ornaments,	urn:cts:greekLit:tlg1764.tlg001:3:17
115014	χρυσοφορία	A	I	2	a	right to wear gold ornaments	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:704
115014	χρυσοφορία	A	I	2	a	right to wear gold ornaments	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:26
115014	χρυσοφορία	A	I	2	a	right to wear gold ornaments	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115014	χρυσοφορία	A	I	3	a	jus anuli aurei,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115014	χρυσοφορία	A	I	3	a	jus anuli aurei,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:12
115014	χρυσοφορία	A	I	3	a	jus anuli aurei,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115015	χρυσοφόρος	A	I	1	a	wearing gold, golden ornaments	urn:cts:greekLit:tlg0261.tlg001:90
115015	χρυσοφόρος	A	I	1	a	wearing gold, golden ornaments	urn:cts:greekLit:tlg0381.tlg001:1
115015	χρυσοφόρος	A	I	1	a	wearing gold, golden ornaments	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:4:104
115015	χρυσοφόρος	A	I	1	a	wearing gold, golden ornaments	urn:cts:greekLit:tlg0006.tlg007.perseus-grc1:152
115015	χρυσοφόρος	A	I	3	a	carrying gold,	urn:cts:greekLit:tlg0551.tlg014.perseus-grc1:82
115015	χρυσοφόρος	A	I	4	a	producing gold,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115016	χρύσοφρυς	A	I	1	a	with a golden spot over each eye, gilt-head, Sparus aurata,	urn:cts:greekLit:tlg0521.tlg001:51
115016	χρύσοφρυς	A	I	1	a	with a golden spot over each eye, gilt-head, Sparus aurata,	urn:cts:greekLit:tlg0461.tlg001:150
115016	χρύσοφρυς	A	I	1	a	with a golden spot over each eye, gilt-head, Sparus aurata,	urn:cts:greekLit:tlg0417.tlg001:18
115016	χρύσοφρυς	A	I	1	a	with a golden spot over each eye, gilt-head, Sparus aurata,	urn:cts:greekLit:tlg0086.tlg014:598a:10
115016	χρύσοφρυς	A	I	1	a	with a golden spot over each eye, gilt-head, Sparus aurata,	Perseus:abo:pap,PSI:7:862:6
115016	χρύσοφρυς	A	I	1	a	with a golden spot over each eye, gilt-head, Sparus aurata,	urn:cts:greekLit:tlg1645.tlg001:1J
115016	χρύσοφρυς	A	I	1	a	with a golden spot over each eye, gilt-head, Sparus aurata,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:44
115017	χρυσοφύλαξ	A	I	1	a	gold-keeper,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:4:13
115017	χρυσοφύλαξ	A	I	1	a	gold-keeper,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:27
115017	χρυσοφύλαξ	A	I	1	a	gold-keeper,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115017	χρυσοφύλαξ	A	I	1	a	gold-keeper,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115017	χρυσοφύλαξ	A	I	1	a	gold-keeper,	urn:cts:greekLit:tlg0006.tlg010.perseus-grc1:54
115017	χρυσοφύλαξ	A	I	2	a	keeping money,	urn:cts:greekLit:tlg0007.tlg024:24
115018	χρυσοχαίτης	A	I	1	a	golden-haired,	urn:cts:greekLit:tlg0033.tlg002.perseus-grc1:2:16
115018	χρυσοχαίτης	A	I	1	a	golden-haired,	urn:cts:greekLit:tlg0203.tlg001:4
115018	χρυσοχαίτης	A	I	1	a	golden-haired,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115019	χρυσοχάλινος	A	I	1	a	with goldstudded bridle,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:9:20
115019	χρυσοχάλινος	A	I	1	a	with goldstudded bridle,	urn:cts:greekLit:tlg0032.tlg007.perseus-grc1:1:3:3
115019	χρυσοχάλινος	A	I	1	a	with goldstudded bridle,	urn:cts:greekLit:tlg0019.tlg005.perseus-grc1:155
115021	χρυσόχειρ	A	I	1	a	with gold on the hands,	urn:cts:greekLit:tlg0062.tlg022:20
115022	χρυσόχελυς	A	I	1	a	with golden lyre,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:1023
115023	χρυσοχίτων	A	I	1	a	in coat of gold, gold-robed,	urn:cts:greekLit:tlg0033.tlg005:195
115023	χρυσοχίτων	A	I	1	a	in coat of gold, gold-robed,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115023	χρυσοχίτων	A	I	1	a	in coat of gold, gold-robed,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115023	χρυσοχίτων	A	I	1	a	in coat of gold, gold-robed,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115023	χρυσοχίτων	A	I	1	a	in coat of gold, gold-robed,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115024	χρυσοχοεῖον	A	I	1	a	the shop of a	urn:cts:greekLit:tlg0014.tlg021.perseus-grc1:22
115024	χρυσοχοεῖον	A	I	1	a	the shop of a	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:26:1:2
115024	χρυσοχοεῖον	A	I	1	a	the shop of a	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115025	χρυσοχοέω	A	I	1	a	follow the trade of goldsmith,	urn:cts:greekLit:tlg0019.tlg011.perseus-grc1:164
115025	χρυσοχοέω	A	I	1	a	follow the trade of goldsmith,	urn:cts:greekLit:tlg0032.tlg003.perseus-grc1:18:9
115025	χρυσοχοέω	A	II	1	a	smelt ore in order to extract gold	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:450b
115025	χρυσοχοέω	A	II	1	a	smelt ore in order to extract gold	urn:cts:greekLit:tlg0029.tlg007:6:13
115025	χρυσοχοέω	A	II	1	a	smelt ore in order to extract gold	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115027	χρυσοχοϊκός	A	I	1	a	of	urn:cts:greekLit:tlg0086.tlg043:485a:34
115027	χρυσοχοϊκός	A	I	1	a	of	urn:cts:greekLit:tlg0014.tlg021.perseus-grc1:22
115027	χρυσοχοϊκός	A	I	1	a	of	urn:cts:greekLit:tlg0542.tlg001:7:102
115027	χρυσοχοϊκός	A	I	1	a	of	Perseus:abo:pap,P.Holm.:5:7
115027	χρυσοχοϊκός	A	I	1	a	of	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:33
115027	χρυσοχοϊκός	A	I	1	a	of	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115027	χρυσοχοϊκός	A	I	2	a	tax paid by goldsmiths,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115028	χρυσόχοος	A	I	1	a	one who melts	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:3:425
115028	χρυσόχοος	A	I	2	a	goldsmith,	urn:cts:greekLit:tlg0019.tlg007.perseus-grc1:408
115028	χρυσόχοος	A	I	2	a	goldsmith,	urn:cts:greekLit:tlg0014.tlg021.perseus-grc1:16
115028	χρυσόχοος	A	I	2	a	goldsmith,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115028	χρυσόχοος	A	I	2	a	goldsmith,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115028	χρυσόχοος	A	I	2	a	goldsmith,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115028	χρυσόχοος	A	I	2	a	goldsmith,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115028	χρυσόχοος	A	I	2	a	goldsmith,	Perseus:abo:pap,P.Stras.:92:4
115028	χρυσόχοος	A	I	2	a	goldsmith,	Perseus:abo:pap,P.Stras.:1076
115028	χρυσόχοος	A	I	2	a	goldsmith,	Perseus:abo:pap,O.Bodl.:i 304
115029	χρυσόχροος	A	I	1	a	gold-coloured,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115031	χρυσόω	A	I	1	a	make golden, gild,	urn:cts:greekLit:tlg0527.tlg002:26:37
115031	χρυσόω	A	I	1	a	make golden, gild,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115031	χρυσόω	A	I	1	a	make golden, gild,	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:1:23
115031	χρυσόω	A	I	1	a	make golden, gild,	urn:cts:greekLit:tlg0062.tlg028:15
115031	χρυσόω	A	I	1	a	make golden, gild,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115031	χρυσόω	A	I	1	a	make golden, gild,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115031	χρυσόω	A	I	1	a	make golden, gild,	urn:cts:greekLit:tlg0718.tlg001:106
115031	χρυσόω	A	I	1	a	make golden, gild,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115031	χρυσόω	A	I	1	a	make golden, gild,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:2:132
115031	χρυσόω	A	I	1	a	make golden, gild,	urn:cts:greekLit:tlg0019.tlg001.perseus-grc1:547
115031	χρυσόω	A	I	1	a	make golden, gild,	urn:cts:greekLit:tlg0059.tlg021:299e
115031	χρυσόω	A	I	1	a	make golden, gild,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115031	χρυσόω	A	I	1	a	make golden, gild,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:630
115032	χρυστουμῖνος	A	I	1	a	Crustuminus, Crustumerian pear	urn:cts:latinLit:phi0978.phi001:23:115
115032	χρυστουμῖνος	A	I	1	a	Crustuminus, Crustumerian pear	Perseus:abo:pap,P.Lond.:3:964:17
115033	χρυσυποδέκτης	A	I	1	a	receiver	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115033	χρυσυποδέκτης	A	I	1	a	receiver	Perseus:abo:pap,P.Flor.:11:5
115034	χρύσωμα	A	I	1	a	that which is made of gold, wrought gold,	urn:cts:greekLit:tlg0006.tlg010.perseus-grc1:1030
115034	χρύσωμα	A	I	1	a	that which is made of gold, wrought gold,	urn:cts:greekLit:tlg0006.tlg010.perseus-grc1:1430
115034	χρύσωμα	A	I	1	a	that which is made of gold, wrought gold,	urn:cts:greekLit:tlg0540.tlg036:56
115034	χρύσωμα	A	I	1	a	that which is made of gold, wrought gold,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115034	χρύσωμα	A	I	1	a	that which is made of gold, wrought gold,	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:30:25:16
115035	χρυσωματοθήκη	A	I	1	a	plate-chest,	urn:cts:greekLit:tlg1240.tlg001:2
115036	χρυσών	A	I	1	a	treasure,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115037	χρυσωνέω	A	I	1	a	buy	urn:cts:greekLit:tlg0010.tlg005.perseus-grc1:40
115037	χρυσωνέω	A	I	1	a	buy	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115037	χρυσωνέω	A	I	1	a	buy	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115038	χρυσώνης	A	I	1	a	financial officer	http://www.trismegistos.org/text/33183
115038	χρυσώνης	A	I	1	a	financial officer	http://www.trismegistos.org/text/22372
115039	χρυσώνητος	A	I	1	a	bought for gold,	urn:cts:greekLit:tlg1239.tlg001:10
115041	χρυσωπός	A	I	1	a	with golden eyes	urn:cts:greekLit:tlg0006.tlg012.perseus-grc1:740
115041	χρυσωπός	A	I	1	a	with golden eyes	urn:cts:greekLit:tlg0654.tlg002:32
115041	χρυσωπός	A	I	1	a	with golden eyes	urn:cts:greekLit:tlg0011.tlg008.perseus-grc1:[1128]
115041	χρυσωπός	A	I	2	a	gold-coloured,	urn:cts:greekLit:tlg0007.tlg033:6
115041	χρυσωπός	A	I	2	a	gold-coloured,	urn:cts:greekLit:tlg0545.tlg001:15:8
115042	χρυσώρυφος	A	I	1	a	goldmines, IG Rom.	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115043	χρυσωρυχεῖον	A	I	1	a	gold-mine,	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:3:2:8
115043	χρυσωρυχεῖον	A	I	1	a	gold-mine,	urn:cts:greekLit:tlg0067.tlg001:24
115043	χρυσωρυχεῖον	A	I	2	a	book on gold-mining,	urn:cts:greekLit:tlg0067.tlg001:p.87B
115044	χρυσωρυχέω	A	I	1	a	mine for gold,	urn:cts:greekLit:tlg0545.tlg001:4:27
115045	χρυσωρυχίτης	A	I	1	a	gold-extractor, alchemist,	urn:cts:greekLit:tlg0545.tlg001:p.103B
115046	χρυσώρυχος	A	I	1	a	digging for gold,	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:2:1:9
115046	χρυσώρυχος	A	I	1	a	digging for gold,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115046	χρυσώρυχος	A	I	1	a	digging for gold,	urn:cts:greekLit:tlg2687.tlg001:p.240B
115047	χρύσωσις	A	I	1	a	gilding,	urn:cts:greekLit:tlg1240.tlg001:1
115047	χρύσωσις	A	I	1	a	gilding,	urn:cts:greekLit:tlg0007.tlg008:15
115047	χρύσωσις	A	I	1	a	gilding,	urn:cts:greekLit:tlg0007.tlg038:3
115047	χρύσωσις	A	I	1	a	gilding,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115047	χρύσωσις	A	I	1	a	gilding,	urn:cts:greekLit:tlg0718.tlg001:106
115048	χρυσωτής	A	I	1	a	gilder,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115048	χρυσωτής	A	I	1	a	gilder,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115049	χρυσωτός	A	I	1	a	gilt,	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:10:44o
115049	χρυσωτός	A	I	1	a	gilt,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115050	χρυσώτρια	A	I	1	a	female gilder,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115051	χρυσώψ	A	I	1	a	gold-coloured, shining like gold,	urn:cts:greekLit:tlg0006.tlg017.perseus-grc1:553
115054	χρῴζω	A	I	1	a	touch the surface of a body,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115054	χρῴζω	A	I	1	a	touch the surface of a body,	urn:cts:greekLit:tlg0006.tlg015.perseus-grc1:1625
115054	χρῴζω	A	I	2	a	tinge, stain,	urn:cts:greekLit:tlg0086.tlg026:371a:24
115054	χρῴζω	A	I	2	a	tinge, stain,	urn:cts:greekLit:tlg2200.tlg004:42:41
115054	χρῴζω	A	I	2	a	tinge, stain,	urn:cts:greekLit:tlg0722.tlg004:5:23
115054	χρῴζω	A	I	2	a	tinge, stain,	urn:cts:greekLit:tlg0086.tlg007:793b:23
115054	χρῴζω	A	I	2	a	tinge, stain,	urn:cts:greekLit:tlg0086.tlg026:375a:6
115054	χρῴζω	A	I	2	a	tinge, stain,	urn:cts:greekLit:tlg0086.tlg026:p.171B
115054	χρῴζω	A	I	2	a	tinge, stain,	urn:cts:greekLit:tlg0062.tlg034:25
115054	χρῴζω	A	I	2	a	tinge, stain,	urn:cts:greekLit:tlg0410.tlg001:217:11
115054	χρῴζω	A	I	2	a	tinge, stain,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115054	χρῴζω	A	I	2	a	tinge, stain,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115054	χρῴζω	A	I	2	a	tinge, stain,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115054	χρῴζω	A	I	2	a	tinge, stain,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115054	χρῴζω	A	I	2	a	tinge, stain,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115054	χρῴζω	A	I	3	a	taint, defile,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115054	χρῴζω	A	I	3	a	taint, defile,	urn:cts:greekLit:tlg2034.tlg004:11
115054	χρῴζω	A	I	3	a	taint, defile,	urn:cts:greekLit:tlg0006.tlg003.perseus-grc1:497
115054	χρῴζω	A	I	3	a	taint, defile,	urn:cts:greekLit:tlg0627.tlg021:6
115054	χρῴζω	A	I	4	a	paint,	urn:cts:greekLit:tlg2051.tlg001:12:7
115055	χρῶμα	A	I	1	a	skin,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:89
115055	χρῶμα	A	II	1	a	colour,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:2:32
115055	χρῶμα	A	II	1	a	colour,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:3:101
115055	χρῶμα	A	II	1	a	colour,	urn:cts:greekLit:tlg0627.tlg012.perseus-grc1:4:40
115055	χρῶμα	A	II	1	a	colour,	urn:cts:greekLit:tlg0006.tlg015.perseus-grc1:1246
115055	χρῶμα	A	II	1	a	colour,	urn:cts:greekLit:tlg0541.tlg009:466
115055	χρῶμα	A	II	1	a	colour,	urn:cts:greekLit:tlg0019.tlg002.perseus-grc1:399
115055	χρῶμα	A	II	1	a	colour,	urn:cts:greekLit:tlg0019.tlg003.perseus-grc1:120
115055	χρῶμα	A	II	1	a	colour,	urn:cts:greekLit:tlg0059.tlg020:222b
115055	χρῶμα	A	II	1	a	colour,	urn:cts:greekLit:tlg0481.tlg001:1:28
115055	χρῶμα	A	II	1	a	colour,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115055	χρῶμα	A	II	2	a	colour,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115055	χρῶμα	A	II	2	a	colour,	urn:cts:greekLit:tlg0544.tlg002:7:85
115055	χρῶμα	A	II	2	a	colour,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115055	χρῶμα	A	II	2	a	colour,	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:429e
115055	χρῶμα	A	II	2	a	colour,	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:601a
115055	χρῶμα	A	II	2	a	colour,	urn:cts:greekLit:tlg0032.tlg002.perseus-grc1:3:10:1
115055	χρῶμα	A	II	2	a	colour,	urn:cts:greekLit:tlg0086.tlg034.perseus-grc1:1447a:18
115055	χρῶμα	A	II	2	a	colour,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
115055	χρῶμα	A	II	2	a	colour,	urn:cts:greekLit:tlg0086.tlg012:743b:24
115055	χρῶμα	A	II	2	a	colour,	urn:cts:greekLit:tlg0062.tlg057:5
115055	χρῶμα	A	II	2	a	colour,	urn:cts:greekLit:tlg0032.tlg007.perseus-grc1:1:3:2
115055	χρῶμα	A	II	2	a	colour,	urn:cts:greekLit:tlg0086.tlg012:747a:10
115055	χρῶμα	A	II	2	a	colour,	urn:cts:greekLit:tlg0059.tlg005.perseus-grc1:394a
115055	χρῶμα	A	III	1	a	turmeric, Curcuma longa,	urn:cts:greekLit:tlg0093.tlg010:31
